Survey_type	Plot_type	Valley	Transect_no	Plot_no	Date	Year	Recorder	GPS_X	GPS_Y	Coordinate_system	Elev	Slope	Veg_type	Veg_type2	Veg_type_reduced	Star	Agent	Geese_present	Only_geese	Area_impacted	Grubbed_low	Grubbed_mid	Grubbed_high	Patch_size_bare	Recent_grubbing	Grubbing_present	Spatial_extent	LT_veg_change	Comments	NoteRene	NoteHelen	site_id	section	group_of_sites_spatial	site	goose	reindeer_winter	reindeer_summer	grubbing_plot	reproductive	ice_damage	litter_frq	lichen_frq	rock_frq	bare_frq	bio_crust_frq	cush_moss_frq	comp_moss_frq	grubbing_cat
Plot	Valleywalk	Colesdalen	42	1487	260898	1998	NM	505781	8667109	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1488	260898	1998	NM	505790	8667124	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1489	260898	1998	NM	505799	8667140	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1490	260898	1998	NM	505807	8667155	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1491	260898	1998	NM	505816	8667171	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1492	260898	1998	NM	505825	8667187	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1493	260898	1998	NM	505834	8667202	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1494	260898	1998	NM	505843	8667218	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1495	260898	1998	NM	505852	8667233	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1496	260898	1998	NM	505861	8667249	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1503	260898	1998	NM	505924	8667358	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1506	260898	1998	NM	505951	8667405	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1507	260898	1998	NM	505960	8667420	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1508	260898	1998	NM	505969	8667436	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1521	260898	1998	NM	506085	8667639	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1525	260898	1998	NM	506121	8667701	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1526	260898	1998	NM	506130	8667717	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1527	260898	1998	NM	506139	8667732	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1528	260898	1998	NM	506148	8667748	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1529	260898	1998	NM	506156	8667764	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1530	260898	1998	NM	506165	8667779	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1531	260898	1998	NM	506174	8667795	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1532	260898	1998	NM	506183	8667810	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1533	260898	1998	NM	506192	8667826	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1534	260898	1998	NM	506201	8667842	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1535	260898	1998	NM	506210	8667857	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1536	260898	1998	NM	506219	8667873	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1537	260898	1998	NM	506228	8667888	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	42	1538	260898	1998	NM	506237	8667904	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1590	260898	1998	NM	506776	8667142	ED1950	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1591	260898	1998	NM	506787	8667127	ED1950	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1592	260898	1998	NM	506797	8667112	ED1950	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1624	260898	1998	NM	507129	8666643	ED1950	NA	NA	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1550	260898	1998	NM	506361	8667728	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1555	260898	1998	NM	506413	8667655	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1561	260898	1998	NM	506476	8667567	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1562	260898	1998	NM	506486	8667552	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1563	260898	1998	NM	506496	8667537	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1567	260898	1998	NM	506538	8667479	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1568	260898	1998	NM	506548	8667464	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1569	260898	1998	NM	506559	8667449	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1623	260898	1998	NM	507119	8666658	ED1950	NA	NA	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1559	260898	1998	NM	506455	8667596	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1576	260898	1998	NM	506631	8667347	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1584	260898	1998	NM	506714	8667230	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1587	260898	1998	NM	506745	8667186	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1600	260898	1998	NM	506880	8666995	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1614	260898	1998	NM	507025	8666790	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1615	260898	1998	NM	507036	8666775	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1616	260898	1998	NM	507046	8666760	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1617	260898	1998	NM	507056	8666746	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1618	260898	1998	NM	507067	8666731	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1620	260898	1998	NM	507088	8666702	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1621	260898	1998	NM	507098	8666687	ED1950	NA	NA	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1552	260898	1998	NM	506382	8667699	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1554	260898	1998	NM	506403	8667669	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1558	260898	1998	NM	506444	8667611	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1560	260898	1998	NM	506465	8667581	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1564	260898	1998	NM	506507	8667523	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1565	260898	1998	NM	506517	8667508	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1585	260898	1998	NM	506724	8667215	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1586	260898	1998	NM	506735	8667200	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1598	260898	1998	NM	506859	8667024	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1601	260898	1998	NM	506890	8666980	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1602	260898	1998	NM	506901	8666966	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1604	260898	1998	NM	506922	8666936	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1605	260898	1998	NM	506932	8666922	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1606	260898	1998	NM	506942	8666907	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1607	260898	1998	NM	506953	8666892	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1608	260898	1998	NM	506963	8666878	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1609	260898	1998	NM	506973	8666863	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1610	260898	1998	NM	506984	8666848	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1611	260898	1998	NM	506994	8666834	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1612	260898	1998	NM	507005	8666819	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1613	260898	1998	NM	507015	8666804	ED1950	NA	NA	7	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1540	260898	1998	NM	506258	8667875	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1541	260898	1998	NM	506268	8667860	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1542	260898	1998	NM	506278	8667845	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1543	260898	1998	NM	506289	8667831	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1544	260898	1998	NM	506299	8667816	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1545	260898	1998	NM	506310	8667801	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1546	260898	1998	NM	506320	8667787	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1547	260898	1998	NM	506330	8667772	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1548	260898	1998	NM	506341	8667757	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1549	260898	1998	NM	506351	8667743	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plot	Valleywalk	Colesdalen	43	1551	260898	1998	NM	506372	8667713	ED1950	NA	NA	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
