"id"	"locality"	"section"	"group_of_sites_spatial"	"type_of_sites_ecological"	"site"	"year"	"month"	"date"	"observer_1"	"observer_2"	"start_cm_of_grub"	"end_cm_of_grub"	"picking"	"bulldozing"	"cratering"	"comment"
"174"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	1950	2090	1	0	0	NA
"175"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	2470	NA	1	0	0	NA
"176"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	2845	NA	1	0	0	NA
"177"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	2879	NA	1	0	0	NA
"178"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	2935	NA	1	0	0	NA
"179"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"180"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"181"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"182"	"bro-sim-1-mos-2"	"bro"	"sim"	1	"mos"	2	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"183"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	435	NA	1	0	0	NA
"184"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"185"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"186"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"187"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"188"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"189"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"190"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"191"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"192"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"193"	"bro-sim-1-mos-3"	"bro"	"sim"	1	"mos"	3	2023	7	"27"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"194"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	99	NA	1	0	0	NA
"195"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	647	740	0	1	0	NA
"196"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1119	1150	1	0	0	NA
"197"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1307	1329	0	1	0	NA
"198"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1468	1513	0	1	0	NA
"199"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1597	1639	0	1	0	NA
"200"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1720	1790	0	1	0	NA
"201"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1820	1829	0	1	0	NA
"202"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	2259	2270	0	1	0	NA
"203"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	2637	2650	0	1	0	NA
"204"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	2700	2810	0	1	0	NA
"205"	"bro-stu-1-dis-1"	"bro"	"stu"	1	"dis"	1	2023	7	"25"	"jesper_mosbacher"	"david_studer"	2878	3000	0	1	0	NA
"206"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	395	NA	1	0	0	NA
"207"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	437	NA	1	0	0	NA
"208"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1115	NA	1	0	0	NA
"209"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1580	NA	1	0	0	NA
"210"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1777	NA	1	0	0	NA
"211"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1990	NA	1	0	0	NA
"212"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	2220	NA	1	0	0	NA
"213"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"214"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"215"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"216"	"bro-stu-1-dis-2"	"bro"	"stu"	1	"dis"	2	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"217"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	10	29	0	1	0	NA
"218"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	180	NA	1	0	0	NA
"219"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	190	300	0	1	0	NA
"220"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	470	NA	1	0	0	NA
"221"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1000	1060	0	1	0	NA
"222"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1205	NA	1	0	0	NA
"223"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	1944	NA	1	0	0	NA
"224"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"225"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"226"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"227"	"bro-stu-1-dis-3"	"bro"	"stu"	1	"dis"	3	2023	7	"25"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"228"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"229"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"230"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"231"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"232"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"233"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"234"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"235"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"236"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"237"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"238"	"bro-stu-1-dry-1"	"bro"	"stu"	1	"dry"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"239"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"240"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"241"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"242"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"243"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"244"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"245"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"246"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"247"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"248"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"249"	"bro-stu-1-dry-2"	"bro"	"stu"	1	"dry"	2	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"250"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"251"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"252"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"253"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"254"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"255"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"256"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"257"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"258"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"259"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"260"	"bro-stu-1-dry-3"	"bro"	"stu"	1	"dry"	3	2023	7	"24"	"jesper_mosbacher"	NA	NA	NA	0	0	0	NA
"261"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	736	NA	1	0	0	NA
"262"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	800	NA	1	0	0	NA
"263"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	1220	NA	1	0	0	NA
"264"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	1392	NA	1	0	0	NA
"265"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	1869	NA	1	0	0	NA
"266"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"267"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"268"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"269"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"270"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"271"	"bro-stu-1-mos-1"	"bro"	"stu"	1	"mos"	1	2023	7	"24"	"jesper_mosbacher"	"david_studer"	NA	NA	0	0	0	NA
"272"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	30	31	1	0	0	NA
"273"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	203	204	1	0	0	NA
"274"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	270	270	1	0	0	NA
"275"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	345	345	1	0	0	NA
"276"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	379	379	1	0	0	NA
"277"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	392	392	1	0	0	NA
"278"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	405	405	1	0	0	NA
"279"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	440	448	1	0	0	NA
"280"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	480	480	1	0	0	NA
"281"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	938	938	1	0	0	NA
"282"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	962	962	1	0	0	NA
"283"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	988	988	1	0	0	NA
"284"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	1099	1099	1	0	0	NA
"285"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	1242	1242	1	0	0	NA
"286"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	1845	1845	1	0	0	NA
"287"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	1995	1995	1	0	0	NA
"288"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	2712	2712	1	0	0	NA
"289"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	2888	2888	1	0	0	NA
"290"	"bro-stu-1-mos-2"	"bro"	"stu"	1	"mos"	2	2023	7	"24"	"david_studer"	"jesper_mosbacher"	2980	2980	1	0	0	NA
"291"	"bro-stu-1-mos-3"	"bro"	"stu"	1	"mos"	3	2023	7	"24"	"jesper_mosbacher"	"david_studer"	645	646	1	0	0	NA
"292"	"bro-stu-1-mos-3"	"bro"	"stu"	1	"mos"	3	2023	7	"24"	"jesper_mosbacher"	"david_studer"	2888	2889	1	0	0	NA
"293"	"sas-gje-1-dis-1"	"sas"	"gje"	1	"dis"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	0	100	1	0	0	NA
"294"	"sas-gje-1-dis-2"	"sas"	"gje"	1	"dis"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1660	1860	1	0	0	NA
"295"	"sas-gje-1-dis-2"	"sas"	"gje"	1	"dis"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1980	2180	0	1	0	NA
"296"	"sas-gje-1-dis-2"	"sas"	"gje"	1	"dis"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2180	3000	1	0	0	NA
"297"	"sas-gje-1-dis-2"	"sas"	"gje"	1	"dis"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	3100	3280	1	0	0	NA
"298"	"sas-gje-1-dis-3"	"sas"	"gje"	1	"dis"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	880	930	1	0	0	NA
"299"	"sas-gje-1-dis-3"	"sas"	"gje"	1	"dis"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1820	1970	1	0	0	NA
"300"	"sas-gje-1-dis-3"	"sas"	"gje"	1	"dis"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2390	2560	1	0	0	NA
"301"	"sas-gje-1-dis-3"	"sas"	"gje"	1	"dis"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2620	2700	1	0	0	NA
"302"	"sas-gje-1-dis-3"	"sas"	"gje"	1	"dis"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2790	2840	1	0	0	NA
"303"	"sas-gje-1-dry-1"	"sas"	"gje"	1	"dry"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	NA	NA	0	0	0	"no grubbing"
"304"	"sas-gje-1-dry-2"	"sas"	"gje"	1	"dry"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	NA	NA	0	0	0	"no grubbing"
"305"	"sas-gje-1-dry-3"	"sas"	"gje"	1	"dry"	3	2023	7	"28"	"clement_brun"	"zabdi_lopez"	NA	NA	0	0	0	"no grubbing"
"306"	"sas-gje-1-mos-1"	"sas"	"gje"	1	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	730	790	1	0	0	NA
"307"	"sas-gje-1-mos-1"	"sas"	"gje"	1	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	860	1000	1	0	0	NA
"308"	"sas-gje-1-mos-1"	"sas"	"gje"	1	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	1420	1450	1	0	0	NA
"309"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	220	250	1	0	0	NA
"310"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	470	500	1	0	0	NA
"311"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	690	740	1	0	0	NA
"312"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	900	1000	1	0	0	NA
"313"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1100	1200	1	0	0	NA
"314"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1230	1600	0	1	0	NA
"315"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	1920	1940	1	0	0	NA
"316"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2090	2120	1	0	0	NA
"317"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2330	2317	1	0	0	NA
"318"	"sas-gje-1-mos-2"	"sas"	"gje"	1	"mos"	2	2023	7	"28"	"clement_brun"	"zabdi_lopez"	2160	2750	0	1	0	NA
"319"	"sas-gje-1-mos-3"	"sas"	"gje"	1	"mos"	3	2023	7	"27"	"clement_brun"	"zabdi_lopez"	300	500	1	0	0	NA
"320"	"sas-gje-1-mos-3"	"sas"	"gje"	1	"mos"	3	2023	7	"27"	"clement_brun"	"zabdi_lopez"	600	650	1	0	0	NA
"321"	"sas-gje-1-mos-3"	"sas"	"gje"	1	"mos"	3	2023	7	"27"	"clement_brun"	"zabdi_lopez"	750	1250	1	0	0	NA
"322"	"sas-gje-1-mos-3"	"sas"	"gje"	1	"mos"	3	2023	7	"27"	"clement_brun"	"zabdi_lopez"	1650	1800	1	0	0	NA
"323"	"sas-gje-1-mos-3"	"sas"	"gje"	1	"mos"	3	2023	7	"27"	"clement_brun"	"zabdi_lopez"	1950	2000	1	0	0	NA
"324"	"sas-gje-2-dis-1"	"sas"	"gje"	2	"dis"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	320	370	1	0	0	NA
"325"	"sas-gje-2-dis-1"	"sas"	"gje"	2	"dis"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	1300	1500	1	0	0	NA
"326"	"sas-gje-2-dry-1"	"sas"	"gje"	2	"dry"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	NA	NA	0	0	0	"no picking no grabbing"
"327"	"sas-gje-2-mos-1"	"sas"	"gje"	2	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	320	470	1	0	0	NA
"328"	"sas-gje-2-mos-1"	"sas"	"gje"	2	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	1980	2000	1	0	0	NA
"329"	"sas-gje-2-mos-1"	"sas"	"gje"	2	"mos"	1	2023	7	"27"	"clement_brun"	"zabdi_lopez"	2960	2980	1	0	0	NA
