plot_id,site_id,locality,section,group_of_sites_spatial,type_of_sites_ecological,site,year,goose,reindeer_winter,reindeer_summer,grubbing_plot,reproductive,ice_damage,litter_frq,lichen_frq,rock_frq,bare_frq,bio_crust_frq,cush_moss_frq,comp_moss_frq,grubbing_cat,grubbing_pa
adv-jan-1-dis-1-n4,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,0,0,1,2,0,8,0,0,0,0,11,0,p,1
adv-jan-1-dis-1-e2,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,1,0,2,0,0,10,0,0,0,0,12,0,b,1
adv-jan-1-dis-1-e4,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,0,0,2,1,0,8,0,0,0,0,12,0,b,1
adv-jan-1-dis-1-s2,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,1,0,1,1,1,0,5,0,0,0,0,12,0,p,1
adv-jan-1-dis-1-s4,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,1,0,0,1,2,0,0,0,0,0,0,12,0,p,1
adv-jan-1-dis-1-w2,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,0,0,1,7,0,1,0,0,0,0,12,0,p,1
adv-jan-1-dis-1-w4,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,0,0,0,0,0,0,0,0,0,0,12,0,n,0
adv-jan-1-dis-2-n2,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,2,0,1,5,0,8,0,0,0,0,12,0,p,1
adv-jan-1-dis-2-n4,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,22,1,0,4,0,11,0,0,0,0,12,0,n,0
adv-jan-1-dis-2-e2,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,0,0,1,5,0,1,0,0,0,0,12,0,p,1
adv-jan-1-dis-2-e4,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,2,1,0,6,0,2,0,0,0,0,12,0,n,0
adv-jan-1-dis-2-s2,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,1,0,0,0,4,0,0,0,0,0,0,12,0,n,0
adv-jan-1-dis-2-s4,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,15,0,0,4,0,4,0,0,0,0,12,0,n,0
adv-jan-1-dis-2-w2,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,0,0,1,6,0,4,0,0,0,0,12,0,p,1
adv-jan-1-dis-2-w4,adv-jan-1-dis-2,adv,jan,1,dis,2,2018,0,0,0,1,8,0,7,0,0,0,0,12,0,p,1
adv-jan-1-dry-1-n2,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,12,0,0,2,4,0,0,1,3,1,0,3,n,0
adv-jan-1-dry-1-n6,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,2,0,0,2,0,1,1,1,9,2,0,2,n,0
adv-jan-1-dry-1-e2,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,0,0,0,3,0,3,1,5,7,0,0,0,n,0
adv-jan-1-dry-1-e4,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,0,0,0,2,0,2,0,6,2,0,0,3,n,0
adv-jan-1-dry-1-s4,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,1,0,0,3,0,4,2,5,3,1,0,2,n,0
adv-jan-1-dry-1-s6,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,11,0,0,4,0,3,2,1,4,3,0,4,n,0
adv-jan-1-dry-1-w4,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,4,0,0,4,0,5,0,0,1,0,0,6,n,0
adv-jan-1-dry-1-w6,adv-jan-1-dry-1,adv,jan,1,dry,1,2018,0,0,0,0,4,0,5,2,1,1,1,0,3,n,0
adv-jan-1-dry-2-n2,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,10,0,0,5,1,8,0,0,0,0,8,0,n,0
adv-jan-1-dry-2-n4,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,8,1,0,6,3,9,0,0,0,0,4,0,n,0
adv-jan-1-dry-2-e2,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,0,0,0,5,6,11,0,0,0,1,2,0,n,0
adv-jan-1-dry-2-e4,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,2,0,0,8,3,5,0,0,0,2,2,3,n,0
adv-jan-1-dry-2-s2,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,77,0,0,5,0,4,0,0,0,3,5,0,n,0
adv-jan-1-dry-2-s4,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,4,0,0,7,4,9,1,0,0,0,9,0,n,0
adv-jan-1-dry-2-w2,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,8,0,0,4,2,7,0,0,0,2,2,0,n,0
adv-jan-1-dry-2-e6,adv-jan-1-dry-2,adv,jan,1,dry,2,2018,0,7,0,0,6,5,10,0,0,0,0,2,2,n,0
adv-jan-1-mos-1-n2,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,0,0,1,4,0,1,0,0,0,0,12,0,p,1
adv-jan-1-mos-1-n4,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,0,0,0,1,0,2,0,0,0,0,12,0,n,0
adv-jan-1-mos-1-e2,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,0,0,0,0,0,1,0,0,0,0,12,0,n,0
adv-jan-1-mos-1-e4,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,0,0,0,1,0,3,0,0,0,0,12,0,n,0
adv-jan-1-mos-1-s2,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,1,0,0,0,0,3,0,0,0,0,12,0,n,0
adv-jan-1-mos-1-s4,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,30,0,0,2,0,0,1,0,0,0,12,0,n,0
adv-jan-1-mos-1-w2,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,0,0,0,1,0,0,0,0,0,0,12,0,n,0
adv-jan-1-mos-1-w4,adv-jan-1-mos-1,adv,jan,1,mos,1,2018,0,1,0,0,2,0,0,0,0,0,0,12,0,n,0
adv-jan-1-mos-2-n2,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,0,0,0,0,1,0,1,0,0,0,0,12,0,n,0
adv-jan-1-mos-2-n4,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,0,0,0,1,2,0,4,0,0,0,0,12,0,p,1
adv-jan-1-mos-2-e2,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,1,0,0,1,0,0,4,0,0,0,0,12,0,p,1
adv-jan-1-mos-2-e4,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,1,0,0,0,2,0,6,0,0,0,0,12,0,n,0
adv-jan-1-mos-2-s2,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,0,0,0,0,1,0,3,0,0,0,0,12,0,n,0
adv-jan-1-mos-2-s4,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,0,0,0,0,1,0,4,0,0,0,0,12,0,n,0
adv-jan-1-mos-2-w2,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,0,0,0,1,0,0,1,0,0,0,0,12,0,p,1
adv-jan-1-mos-2-w4,adv-jan-1-mos-2,adv,jan,1,mos,2,2018,1,1,0,0,2,0,4,0,0,0,0,12,0,n,0
adv-jan-2-dis-1-n2,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,1,0,1,3,0,6,0,0,0,0,12,0,p,1
adv-jan-2-dis-1-n4,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,0,0,0,3,0,3,0,0,0,0,12,0,n,0
adv-jan-2-dis-1-e2,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,0,0,0,8,0,4,0,0,0,0,12,0,n,0
adv-jan-2-dis-1-e4,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,2,0,1,6,0,6,0,0,0,0,12,0,p,1
adv-jan-2-dis-1-s2,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,0,0,0,5,0,8,0,0,0,0,12,0,n,0
adv-jan-2-dis-1-s4,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,1,0,0,1,4,0,3,2,0,0,0,12,0,p,1
adv-jan-2-dis-1-w2,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,1,0,1,4,0,2,0,0,0,0,12,0,p,1
adv-jan-2-dis-1-w4,adv-jan-2-dis-1,adv,jan,2,dis,1,2018,0,1,0,2,3,0,5,0,0,0,0,12,0,b,1
adv-jan-2-dry-1-n2,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,5,0,0,2,7,6,0,0,1,0,5,0,n,0
adv-jan-2-dry-1-n4,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,16,0,0,6,3,6,0,0,0,1,5,1,n,0
adv-jan-2-dry-1-n6,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,10,0,0,5,3,5,0,0,0,6,1,0,n,0
adv-jan-2-dry-1-s6,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,0,0,0,6,7,4,1,0,2,0,0,6,n,0
adv-jan-2-dry-1-s2,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,0,0,0,2,4,1,0,2,7,0,0,4,n,0
adv-jan-2-dry-1-s4,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,0,0,0,3,5,2,0,1,3,0,0,8,n,0
adv-jan-2-dry-1-w2,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,56,0,0,4,5,3,1,4,4,0,0,4,n,0
adv-jan-2-dry-1-w4,adv-jan-2-dry-1,adv,jan,2,dry,1,2018,0,0,0,0,5,8,3,0,0,1,0,0,7,n,0
adv-jan-2-mos-1-n2,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,1,2,0,1,4,0,1,0,0,0,0,12,0,p,1
adv-jan-2-mos-1-n4,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,1,3,0,1,3,0,1,0,0,0,0,12,0,p,1
adv-jan-2-mos-1-e2,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,1,0,0,1,2,0,4,0,0,0,0,12,0,p,1
adv-jan-2-mos-1-e4,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,0,0,1,0,4,0,3,0,0,0,0,4,0,n,0
adv-jan-2-mos-1-s2,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,0,22,0,0,1,0,1,0,0,0,0,12,0,n,0
adv-jan-2-mos-1-s4,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,1,0,0,0,3,0,4,3,0,0,0,12,0,n,0
adv-jan-2-mos-1-w2,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,0,0,0,1,3,0,1,1,0,0,0,12,0,p,1
adv-jan-2-mos-1-w4,adv-jan-2-mos-1,adv,jan,2,mos,1,2018,1,0,0,1,2,0,1,0,0,0,0,12,0,p,1
alk-alk-1-mos-1-n2,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,0,29,0,0,8,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-n4,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,1,0,0,0,3,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-e2,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,0,1,0,0,6,0,6,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-e4,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,1,1,0,0,8,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-s2,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,0,6,0,0,3,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-s4,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,1,0,1,0,3,0,6,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-w2,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,0,23,0,0,6,0,6,0,0,0,0,12,0,n,0
alk-alk-1-mos-1-w4,alk-alk-1-mos-1,alk,alk,1,mos,1,2018,1,30,1,0,7,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-n2,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,1,0,0,1,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-n4,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,1,0,0,4,0,6,1,0,0,0,12,0,n,0
alk-alk-1-mos-2-e2,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,0,0,0,1,0,6,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-e4,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,1,0,0,3,0,3,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-s2,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,2,2,0,0,2,0,2,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-s4,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,7,0,0,6,0,2,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-w2,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,0,2,0,0,3,0,7,0,0,0,0,12,0,n,0
alk-alk-1-mos-2-w4,alk-alk-1-mos-2,alk,alk,1,mos,2,2018,1,2,0,0,0,0,5,1,0,0,0,12,0,n,0
alk-alk-2-mos-1-n2,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,1,1,0,0,4,0,0,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-n4,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,4,2,1,0,0,0,7,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-e2,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,1,0,0,0,1,0,2,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-e4,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,1,0,0,1,3,0,4,0,0,0,0,12,0,p,1
alk-alk-2-mos-1-s2,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,0,12,1,0,0,0,8,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-s4,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,1,1,0,0,5,0,6,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-w2,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,2,18,0,0,0,0,1,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-w4,alk-alk-2-mos-1,alk,alk,2,mos,1,2018,1,4,1,0,0,0,2,0,0,0,0,12,0,n,0
bro-lei-1-dry-1-n2,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,7,0,0,7,7,10,0,0,0,3,0,4,n,0
bro-lei-1-dry-1-n4,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,2,0,0,1,6,1,1,2,0,8,0,1,n,0
bro-lei-1-dry-1-e2,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,7,0,0,8,8,8,0,0,1,4,1,3,n,0
bro-lei-1-dry-1-e4,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,1,0,0,0,5,0,4,0,0,2,2,0,4,n,0
bro-lei-1-dry-1-s2,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,0,0,0,8,8,8,0,0,0,0,0,5,n,0
bro-lei-1-dry-1-s4,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,0,0,0,4,2,5,0,0,0,3,0,4,n,0
bro-lei-1-dry-1-w2,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,3,0,0,7,2,4,0,0,0,6,1,1,n,0
bro-lei-1-dry-1-w4,bro-lei-1-dry-1,bro,lei,1,dry,1,2018,0,8,0,0,8,8,12,0,0,0,0,0,0,n,0
bro-lei-1-dry-2-n4,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,0,0,0,4,3,7,0,2,2,2,0,0,n,0
bro-lei-1-dry-2-n6,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,0,0,0,4,8,11,0,0,1,0,2,0,n,0
bro-lei-1-dry-2-e2,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,23,0,0,4,2,1,0,3,3,6,0,1,n,0
bro-lei-1-dry-2-e4,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,0,0,0,4,3,3,0,4,4,0,0,3,n,0
bro-lei-1-dry-2-s2,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,0,0,0,3,6,6,0,4,4,0,0,0,n,0
bro-lei-1-dry-2-s4,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,2,0,0,5,2,4,0,0,0,4,0,3,n,0
bro-lei-1-dry-2-w2,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,0,0,0,6,8,12,0,0,0,0,0,0,n,0
bro-lei-1-dry-2-w4,bro-lei-1-dry-2,bro,lei,1,dry,2,2018,0,6,0,0,8,8,10,0,0,0,0,5,1,n,0
bro-sim-1-dis-1-n2,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,1,0,0,0,3,0,6,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-n4,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,0,0,0,4,0,6,0,0,1,0,11,0,n,0
bro-sim-1-dis-1-e2,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,0,0,0,0,0,1,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-e4,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,1,0,0,0,8,0,11,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-s2,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,1,0,0,2,0,6,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-s4,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,0,0,0,2,0,8,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-w2,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,4,0,0,4,0,7,0,0,0,0,12,0,n,0
bro-sim-1-dis-1-w4,bro-sim-1-dis-1,bro,sim,1,dis,1,2018,0,0,0,0,3,0,4,0,0,0,2,9,0,n,0
bro-sim-1-dis-2-n2,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,0,0,0,3,0,6,1,0,0,0,12,0,n,0
bro-sim-1-dis-2-n4,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,1,0,0,1,2,0,3,0,0,0,0,12,0,p,1
bro-sim-1-dis-2-e2,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,0,0,0,1,0,1,0,0,0,0,12,0,n,0
bro-sim-1-dis-2-e4,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,4,0,0,4,0,4,0,0,0,5,0,7,n,0
bro-sim-1-dis-2-s2,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,7,0,0,2,0,4,2,0,0,0,12,0,n,0
bro-sim-1-dis-2-s4,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,3,0,0,1,0,5,1,0,0,0,12,0,n,0
bro-sim-1-dis-2-w2,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,0,0,0,0,6,0,3,1,0,1,0,11,0,n,0
bro-sim-1-dis-2-w4,bro-sim-1-dis-2,bro,sim,1,dis,2,2018,1,3,0,0,3,0,6,0,0,0,0,12,0,n,0
bro-sim-1-mos-1-n2,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,1,0,0,1,4,0,5,0,0,0,0,12,0,p,1
bro-sim-1-mos-1-n4,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,0,0,0,1,0,0,1,0,0,1,0,11,0,p,1
bro-sim-1-mos-1-e2,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,1,0,0,1,1,0,5,0,0,0,0,12,0,p,1
bro-sim-1-mos-1-e4,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,0,6,2,1,8,0,5,0,0,0,0,12,0,p,1
bro-sim-1-mos-1-s2,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,0,0,1,1,4,0,3,0,0,0,0,12,0,p,1
bro-sim-1-mos-1-s4,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,1,0,1,1,2,0,5,0,0,0,0,12,0,p,1
bro-sim-1-mos-1-w2,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,1,0,1,0,2,0,2,0,0,0,0,12,0,n,0
bro-sim-1-mos-1-w4,bro-sim-1-mos-1,bro,sim,1,mos,1,2018,0,4,0,0,3,0,0,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-n2,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,0,0,0,3,0,1,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-n4,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,0,0,0,2,0,0,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-e2,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,1,2,0,0,3,0,0,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-e4,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,7,0,0,0,0,1,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-s2,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,4,0,0,1,0,1,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-s4,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,4,1,0,1,0,3,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-w2,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,0,14,0,0,4,0,6,0,0,0,0,12,0,n,0
bro-sim-1-mos-2-w4,bro-sim-1-mos-2,bro,sim,1,mos,2,2018,1,7,0,0,6,0,1,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-n4,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,0,1,0,1,6,8,6,0,0,0,0,12,0,p,1
sas-gje-1-dis-1-n6,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,0,0,0,0,8,8,2,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-e2,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,1,0,1,0,1,8,10,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-e4,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,1,0,0,0,0,8,12,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-s8,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,0,1,0,0,0,8,1,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-s10,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,0,0,0,0,0,8,5,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-w6,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,1,0,0,0,2,4,0,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-w8,sas-gje-1-dis-1,sas,gje,1,dis,1,2018,1,0,0,0,4,8,7,0,0,0,0,12,0,n,0
sas-gje-1-dry-1-n2,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,25,0,0,2,8,12,0,0,0,0,0,0,n,0
sas-gje-1-dry-1-n4,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,16,0,0,5,7,11,1,0,0,0,0,0,n,0
sas-gje-1-dry-1-e2,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,37,0,0,2,8,8,0,0,0,0,0,8,n,0
sas-gje-1-dry-1-e4,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,0,0,0,4,6,9,0,3,0,0,0,0,n,0
sas-gje-1-dry-1-s2,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,4,0,0,2,6,10,0,0,0,0,0,7,n,0
sas-gje-1-dry-1-s4,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,2,0,0,0,8,6,0,0,0,2,0,3,n,0
sas-gje-1-dry-1-w2,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,1,18,0,0,2,4,7,0,0,0,2,0,6,n,0
sas-gje-1-dry-1-w4,sas-gje-1-dry-1,sas,gje,1,dry,1,2018,0,25,0,0,2,4,8,0,0,0,0,0,7,n,0
sas-gje-1-mos-1-n2,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,0,0,0,0,0,0,4,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-n4,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,0,0,1,2,0,8,0,0,0,0,12,0,p,1
sas-gje-1-mos-1-e2,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,1,0,0,3,2,2,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-e4,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,10,0,0,6,0,6,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-s2,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,0,0,0,6,0,7,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-s4,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,0,0,0,3,0,10,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-w2,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,0,0,0,0,3,0,0,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-w4,sas-gje-1-mos-1,sas,gje,1,mos,1,2018,1,0,0,1,1,8,7,0,0,0,0,12,0,p,1
sas-gje-2-dis-1-n2,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,1,0,0,0,0,0,0,0,0,7,0,7,0,n,0
sas-gje-2-dis-1-n4,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,0,0,0,0,0,0,7,0,0,0,0,8,0,n,0
sas-gje-2-dis-1-e2,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0
sas-gje-2-dis-1-e4,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0
sas-gje-2-dis-1-s2,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,2,0,0,0,3,0,6,0,0,0,0,6,0,n,0
sas-gje-2-dis-1-s4,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,2,0,0,0,0,0,6,0,0,0,0,5,0,n,0
sas-gje-2-dis-1-w2,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,1,0,0,1,0,0,9,0,0,0,0,12,0,p,1
sas-gje-2-dis-1-w4,sas-gje-2-dis-1,sas,gje,2,dis,1,2018,2,0,0,0,2,0,4,0,0,0,0,12,0,n,0
sas-gje-2-dry-1-n2,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,27,0,0,5,8,7,0,0,0,8,0,0,n,0
sas-gje-2-dry-1-n4,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,30,0,0,2,8,12,0,0,0,0,0,0,n,0
sas-gje-2-dry-1-e2,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,1,30,1,0,0,8,12,0,0,0,0,0,0,n,0
sas-gje-2-dry-1-e4,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,8,0,0,2,6,10,0,0,0,0,0,4,n,0
sas-gje-2-dry-1-s2,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,6,0,0,1,4,8,0,0,0,2,0,2,n,0
sas-gje-2-dry-1-s4,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,3,0,0,0,0,7,0,0,0,6,0,0,n,0
sas-gje-2-dry-1-s6,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,0,0,0,3,6,4,0,0,0,6,0,0,n,0
sas-gje-2-dry-1-s8,sas-gje-2-dry-1,sas,gje,2,dry,1,2018,0,7,0,0,2,8,8,0,0,0,5,0,0,n,0
sas-gje-2-mos-1-n2,sas-gje-2-mos-1,sas,gje,2,mos,1,2018,1,0,0,1,4,0,11,0,0,0,0,12,0,p,1
