plot_id,site_id,locality,section,group_of_sites_spatial,type_of_sites_ecological,site,year,goose,reindeer_winter,reindeer_summer,grubbing_plot,reproductive,ice_damage,litter_frq,lichen_frq,rock_frq,bare_frq,bio_crust_frq,cush_moss_frq,comp_moss_frq,grubbing_cat,grubbing_pa
alk-alk-2-mos-1-n2,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,1,13,0,0,1,0,0,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-n4,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,4,2,1,0,3,0,7,1,0,0,0,12,0,n,0
alk-alk-2-mos-1-e2,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,0,4,0,0,5,0,3,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-e4,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,0,19,0,0,3,0,0,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-s2,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,1,6,1,0,0,0,6,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-s4,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,2,7,0,0,0,0,6,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-w2,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,1,3,0,0,0,0,6,0,0,0,0,12,0,n,0
alk-alk-2-mos-1-w4,alk-alk-2-mos-1,alk,alk,2,mos,1,2017,1,9,0,0,0,0,3,0,0,0,0,12,0,n,0
sas-gje-1-dis-1-n4,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,2,0,0,1,5,0,4,0,0,0,0,12,0,p,1
sas-gje-1-dis-1-n6,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,2,0,0,2,4,0,11,0,0,0,0,12,0,b,1
sas-gje-1-dis-1-e2,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,2,0,0,2,4,0,7,0,0,0,0,12,0,b,1
sas-gje-1-dis-1-e4,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,2,0,0,2,1,0,11,0,0,0,0,12,0,b,1
sas-gje-1-dis-1-s8,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,1,0,0,1,0,0,7,0,0,0,0,12,0,p,1
sas-gje-1-dis-1-s10,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,1,0,0,1,0,0,2,0,0,0,0,12,0,p,1
sas-gje-1-dis-1-w6,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,1,0,0,1,0,0,5,0,0,0,0,12,0,p,1
sas-gje-1-dis-1-w8,sas-gje-1-dis-1,sas,gje,1,dis,1,2017,2,0,0,1,2,0,6,0,0,0,0,12,0,p,1
sas-gje-1-dry-1-n2,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,32,0,0,4,4,8,0,0,0,0,0,1,n,0
sas-gje-1-dry-1-n4,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,20,0,0,3,4,5,0,0,0,0,0,3,n,0
sas-gje-1-dry-1-e2,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,47,0,0,4,6,1,0,0,4,0,0,1,n,0
sas-gje-1-dry-1-e4,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,1,4,1,0,4,5,3,0,4,0,0,0,1,n,0
sas-gje-1-dry-1-s2,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,1,0,0,4,3,3,0,0,0,1,0,4,n,0
sas-gje-1-dry-1-s4,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,6,0,0,5,0,1,0,1,0,2,0,4,n,0
sas-gje-1-dry-1-w2,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,24,0,0,4,3,2,0,0,1,0,0,6,n,0
sas-gje-1-dry-1-w4,sas-gje-1-dry-1,sas,gje,1,dry,1,2017,0,34,0,0,3,5,4,0,0,0,0,0,5,n,0
sas-gje-1-mos-1-n2,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,1,0,0,0,1,0,9,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-n4,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,0,0,0,0,0,0,9,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-e2,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,2,0,0,0,1,0,3,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-e4,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,0,0,0,1,1,0,2,0,0,0,0,12,0,p,1
sas-gje-1-mos-1-s2,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,1,0,0,0,4,0,5,0,0,0,0,12,0,n,0
sas-gje-1-mos-1-s4,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,0,4,0,1,7,0,1,0,0,0,0,12,0,p,1
sas-gje-1-mos-1-w2,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,1,0,0,1,3,0,2,0,0,0,0,12,0,p,1
sas-gje-1-mos-1-w4,sas-gje-1-mos-1,sas,gje,1,mos,1,2017,1,0,0,0,2,0,7,0,0,0,0,12,0,n,0
sas-gje-2-dis-1-n2,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,0,0,1,2,0,0,0,0,0,0,12,0,p,1
sas-gje-2-dis-1-n4,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,1,1,0,2,1,0,0,0,0,0,0,12,0,b,1
sas-gje-2-dis-1-e2,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,0,0,0,0,0,12,0,0,0,0,0,0,n,0
sas-gje-2-dis-1-e4,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,0,0,0,0,0,8,0,0,0,0,12,0,n,0
sas-gje-2-dis-1-s2,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,0,0,0,7,0,12,0,0,0,0,12,0,n,0
sas-gje-2-dis-1-s4,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,2,0,0,5,0,12,0,0,0,0,12,0,n,0
sas-gje-2-dis-1-w2,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,0,0,1,7,0,8,0,0,0,0,12,0,p,1
sas-gje-2-dis-1-w4,sas-gje-2-dis-1,sas,gje,2,dis,1,2017,0,2,0,0,8,0,5,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-n2,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,0,0,0,6,0,4,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-n4,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,0,0,0,3,0,2,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-e2,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,0,0,0,1,0,0,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-e4,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,0,0,0,1,0,3,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-s6,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,0,0,0,5,0,1,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-s8,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,1,33,0,0,2,0,0,0,0,3,4,0,5,n,0
adv-bjo-1-dis-1-w2,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,1,0,0,0,6,0,1,0,0,0,0,12,0,n,0
adv-bjo-1-dis-1-w4,adv-bjo-1-dis-1,adv,bjo,1,dis,1,2018,0,1,0,0,3,0,1,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-n2,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,1,1,1,0,7,0,2,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-n4,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,2,2,1,0,7,0,1,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-e4,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,0,2,0,0,8,0,3,0,0,5,0,4,0,n,0
adv-bjo-1-mos-1-e6,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,0,0,0,0,3,0,0,0,0,12,0,0,0,n,0
adv-bjo-1-mos-1-s2,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,1,2,0,0,8,0,9,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-s4,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,0,1,0,0,4,0,2,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-w2,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,0,1,0,0,8,0,11,0,0,0,0,12,0,n,0
adv-bjo-1-mos-1-w4,adv-bjo-1-mos-1,adv,bjo,1,mos,1,2018,0,12,2,0,8,0,7,0,0,0,0,12,0,n,0
adv-end-1-dis-1-n2,adv-end-1-dis-1,adv,end,1,dis,1,2018,0,0,0,0,4,0,3,0,0,0,0,12,0,n,0
adv-end-1-dis-1-n4,adv-end-1-dis-1,adv,end,1,dis,1,2018,0,0,0,0,0,0,5,0,0,0,0,12,0,n,0
adv-end-1-dis-1-e4,adv-end-1-dis-1,adv,end,1,dis,1,2018,1,0,0,0,7,0,2,0,0,0,0,12,0,n,0
adv-end-1-dis-1-e6,adv-end-1-dis-1,adv,end,1,dis,1,2018,0,0,0,0,2,0,2,0,0,0,0,12,0,n,0
adv-end-1-dis-1-s2,adv-end-1-dis-1,adv,end,1,dis,1,2018,1,20,0,1,7,0,2,0,0,0,0,12,0,p,1
adv-end-1-dis-1-s4,adv-end-1-dis-1,adv,end,1,dis,1,2018,0,0,0,0,4,0,5,0,0,0,0,12,0,n,0
adv-end-1-dis-1-w4,adv-end-1-dis-1,adv,end,1,dis,1,2018,1,0,0,1,2,0,5,0,0,0,3,9,0,p,1
adv-end-1-dis-1-w6,adv-end-1-dis-1,adv,end,1,dis,1,2018,0,0,0,0,1,0,2,0,0,0,1,11,0,n,0
adv-end-1-dry-1-n6,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,3,7,5,0,0,2,0,0,7,n,0
adv-end-1-dry-1-n8,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,6,0,3,1,1,1,0,0,6,n,0
adv-end-1-dry-1-e2,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,1,6,4,2,2,5,0,0,0,n,0
adv-end-1-dry-1-e4,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,2,0,0,1,5,3,0,0,3,0,0,8,n,0
adv-end-1-dry-1-s4,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,1,6,0,1,1,6,0,0,5,n,0
adv-end-1-dry-1-s6,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,2,7,6,1,0,4,0,0,4,n,0
adv-end-1-dry-1-w4,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,3,5,2,1,0,2,0,0,9,n,0
adv-end-1-dry-1-w6,adv-end-1-dry-1,adv,end,1,dry,1,2018,0,0,0,0,6,8,1,2,0,4,0,0,7,n,0
adv-end-1-mos-1-n2,adv-end-1-mos-1,adv,end,1,mos,1,2018,2,0,0,0,2,0,3,0,0,0,1,11,0,n,0
adv-end-1-mos-1-n4,adv-end-1-mos-1,adv,end,1,mos,1,2018,2,0,0,0,0,0,0,0,0,0,0,12,0,n,0
adv-end-1-mos-1-e2,adv-end-1-mos-1,adv,end,1,mos,1,2018,2,0,0,0,3,0,2,0,0,0,0,12,0,n,0
adv-end-1-mos-1-e4,adv-end-1-mos-1,adv,end,1,mos,1,2018,1,0,0,1,6,0,2,0,0,0,0,12,0,p,1
adv-end-1-mos-1-s2,adv-end-1-mos-1,adv,end,1,mos,1,2018,0,0,0,0,2,0,4,1,0,0,0,12,0,n,0
adv-end-1-mos-1-s4,adv-end-1-mos-1,adv,end,1,mos,1,2018,0,0,0,1,2,0,4,0,0,0,0,12,0,p,1
adv-end-1-mos-1-w2,adv-end-1-mos-1,adv,end,1,mos,1,2018,1,0,0,0,1,0,1,0,0,0,0,12,0,n,0
adv-end-1-mos-1-w4,adv-end-1-mos-1,adv,end,1,mos,1,2018,0,0,0,0,0,0,1,0,0,0,0,12,0,n,0
adv-end-2-dis-1-n2,adv-end-2-dis-1,adv,end,2,dis,1,2018,2,0,0,0,1,2,4,0,0,0,0,12,0,n,0
adv-end-2-dis-1-n4,adv-end-2-dis-1,adv,end,2,dis,1,2018,0,0,0,0,0,0,1,0,0,0,0,12,0,n,0
adv-end-2-dis-1-e2,adv-end-2-dis-1,adv,end,2,dis,1,2018,1,0,0,0,0,3,0,0,0,0,0,12,0,n,0
adv-end-2-dis-1-e4,adv-end-2-dis-1,adv,end,2,dis,1,2018,3,0,0,0,0,1,12,0,0,0,0,12,0,n,0
adv-end-2-dis-1-s2,adv-end-2-dis-1,adv,end,2,dis,1,2018,0,0,0,0,2,2,4,0,0,0,0,12,0,n,0
adv-end-2-dis-1-s4,adv-end-2-dis-1,adv,end,2,dis,1,2018,0,0,0,0,3,0,7,0,0,0,0,12,0,n,0
adv-end-2-dis-1-w2,adv-end-2-dis-1,adv,end,2,dis,1,2018,1,0,0,0,2,3,6,0,0,0,0,12,0,n,0
adv-end-2-dis-1-w4,adv-end-2-dis-1,adv,end,2,dis,1,2018,0,6,0,0,3,2,7,0,0,0,0,12,0,n,0
adv-end-2-dry-1-n2,adv-end-2-dry-1,adv,end,2,dry,1,2018,1,3,0,1,5,0,4,0,0,2,0,0,7,p,1
adv-end-2-dry-1-n4,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,0,0,0,5,1,1,0,0,8,5,0,4,n,0
adv-end-2-dry-1-e2,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,0,0,0,2,0,5,2,0,6,0,0,6,n,0
adv-end-2-dry-1-e4,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,0,0,0,6,0,6,0,0,2,0,0,10,n,0
adv-end-2-dry-1-s2,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,4,1,0,4,0,0,1,0,4,2,0,8,n,0
adv-end-2-dry-1-s4,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,4,0,0,4,0,1,0,0,0,7,0,4,n,0
adv-end-2-dry-1-w2,adv-end-2-dry-1,adv,end,2,dry,1,2018,0,3,0,0,8,0,3,0,0,0,5,0,7,n,0
adv-end-2-dry-1-w4,adv-end-2-dry-1,adv,end,2,dry,1,2018,1,70,0,0,5,0,4,5,0,0,5,0,8,n,0
adv-end-2-mos-1-n2,adv-end-2-mos-1,adv,end,2,mos,1,2018,0,0,0,1,2,8,7,0,0,0,3,9,0,p,1
adv-end-2-mos-1-n4,adv-end-2-mos-1,adv,end,2,mos,1,2018,0,0,0,0,2,8,5,0,0,0,0,12,0,n,0
adv-end-2-mos-1-e2,adv-end-2-mos-1,adv,end,2,mos,1,2018,0,0,0,0,4,8,5,0,0,0,0,0,0,n,0
adv-end-2-mos-1-e4,adv-end-2-mos-1,adv,end,2,mos,1,2018,1,0,0,0,6,8,3,0,0,0,1,11,0,n,0
adv-end-2-mos-1-s2,adv-end-2-mos-1,adv,end,2,mos,1,2018,0,0,0,0,3,7,3,0,0,0,2,10,0,n,0
adv-end-2-mos-1-s4,adv-end-2-mos-1,adv,end,2,mos,1,2018,1,0,0,0,1,8,3,0,0,0,1,11,0,n,0
adv-end-2-mos-1-w2,adv-end-2-mos-1,adv,end,2,mos,1,2018,1,0,0,0,7,8,6,0,0,0,0,12,0,n,0
adv-end-2-mos-1-w4,adv-end-2-mos-1,adv,end,2,mos,1,2018,0,0,0,0,4,8,3,1,0,0,0,12,0,n,0
adv-jan-1-dis-1-n2,adv-jan-1-dis-1,adv,jan,1,dis,1,2018,0,0,0,0,7,0,7,0,0,0,0,12,0,n,0
