year;date;location;transect;plot;transect_plot;frame_no;frame_square;grub;observer;utm_x;utm_y;grub_prob
2012;1807;Hanaskogdalen_N;1;2;12;3;11;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;12;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;13;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;14;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;15;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;16;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;17;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;18;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;19;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;20;1;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;21;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;22;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;23;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;24;1;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;3;25;0;Anna;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;1;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;2;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;3;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;4;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;5;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;6;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;7;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;8;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;9;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;10;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;11;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;12;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;13;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;14;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;15;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;16;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;17;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;18;1;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;19;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;20;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;21;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;22;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;23;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;24;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;4;25;0;AL;514166;8690568;15.5680
2012;1807;Hanaskogdalen_N;1;2;12;5;1;0;AL;514166;8690568;15.5680
