ID,UTM_E,UTM_N
5403,429325.3337,8742992.304
5404,429324.3787,8742992.604
5405,429323.4237,8742992.904
5406,429322.4687,8742993.204
5407,429321.5137,8742993.504
5408,429320.5587,8742993.804
5409,429319.6037,8742994.104
5410,429318.6487,8742994.404
5411,429317.6937,8742994.704
5412,429316.7387,8742995.004
5413,429315.78370000003,8742995.304
5414,429314.8287,8742995.604
5415,429313.8737,8742995.904
5416,429312.9187,8742996.204
5417,429311.9637,8742996.504
5418,429311.0087,8742996.804
5419,429310.0537,8742997.104
5420,429309.0987,8742997.404
5421,429308.1437,8742997.704
5422,429307.1887,8742998.004
5423,429306.2337,8742998.304
5424,429305.2787,8742998.604
5425,429304.3237,8742998.904
5426,429303.3687,8742999.204
5427,429302.4137,8742999.504
5428,429301.4587,8742999.804
5429,429300.5037,8743000.104
5430,429299.5487,8743000.404
5431,429298.5937,8743000.704
5432,429297.6387,8743001.004
5433,429296.6837,8743001.304
5434,429295.7287,8743001.604
5435,429294.7737,8743001.904
5436,429293.8187,8743002.204
5437,429292.8637,8743002.504
5438,429291.90870000003,8743002.804
5439,429290.9537,8743003.104
5440,429289.9987,8743003.404
5441,429289.0437,8743003.704
5442,429288.0887,8743004.004
5443,429287.1337,8743004.304
5444,429286.1787,8743004.604
5445,429285.2237,8743004.904
5446,429284.2687,8743005.204
5447,429283.3137,8743005.504
5448,429282.3587,8743005.804
5449,429281.4037,8743006.104
5450,429280.4487,8743006.404
5451,429279.4937,8743006.704
5452,429278.5387,8743007.004
5453,429277.5837,8743007.304
5454,429276.6287,8743007.604
5455,429275.6737,8743007.904
5456,429274.7187,8743008.204
5457,429273.7637,8743008.504
5458,429272.8087,8743008.804
5459,429271.8537,8743009.104
5460,429270.8987,8743009.404
5461,429269.9437,8743009.704
5462,427992.8427,8740950.828
5463,427992.6527,8740951.828
5464,427992.4627,8740952.828
5465,427992.2727,8740953.828
5466,427992.0827,8740954.828
5467,427991.8927,8740955.828
5468,427991.7027,8740956.828
5469,427991.5127,8740957.828
5470,427991.3227,8740958.828
5471,427991.1327,8740959.828
5472,427990.9427,8740960.828
5473,427990.7527,8740961.828
5474,427990.5627,8740962.828
5475,427990.3727,8740963.828
5476,427990.1827,8740964.828
5477,427989.9927,8740965.828
5478,427989.8027,8740966.828
5479,427989.6127,8740967.828
5480,427989.4227,8740968.828
5481,427989.2327,8740969.828
5482,427989.0427,8740970.828
5483,427988.8527,8740971.828
5484,427988.6627,8740972.828
5485,427988.4727,8740973.828
5486,427988.2827,8740974.828
5487,427988.0927,8740975.828
5488,427987.9027,8740976.828
5489,427987.7127,8740977.828
5490,427987.5227,8740978.828
5491,427987.3327,8740979.828
5492,427987.1427,8740980.828
5493,427986.9527,8740981.828
5494,427986.7627,8740982.828
5495,427986.5727,8740983.828
5496,427986.3827,8740984.828
5497,427986.1927,8740985.828
5498,427986.0027,8740986.828
5499,427985.8127,8740987.828
5500,427985.6227,8740988.828
5501,427985.4327,8740989.828
5502,427985.2427,8740990.828
5503,427985.0527,8740991.828
5504,427984.8627,8740992.828
5505,427984.6727,8740993.828
5506,427984.4827,8740994.828
5507,427984.2927,8740995.828
5508,427984.1027,8740996.828
5509,427983.9127,8740997.828
5510,427983.7227,8740998.828
5511,427983.5327,8740999.828
5512,427983.3427,8741000.828
5513,427983.1527,8741001.828
5514,427982.9627,8741002.828
5515,427982.7727,8741003.828
5516,427982.5827,8741004.828
5517,427982.3927,8741005.828
5518,427982.2027,8741006.828
5519,427982.0127,8741007.828
5520,427981.8227,8741008.828
5521,427981.6327,8741009.828
5522,427981.4427,8741010.828
5523,427981.2527,8741011.828
5524,427981.0627,8741012.828
5525,427980.8727,8741013.828
5526,427980.6827,8741014.828
5527,427980.4927,8741015.828
5528,427980.3027,8741016.828
5529,427980.1127,8741017.828
5530,427973.8427,8741050.828
5531,427973.6527,8741051.828
5532,427973.4627,8741052.828
5533,427973.2727,8741053.828
5534,427973.0827,8741054.828
5535,427972.8927,8741055.828
5536,427972.7027,8741056.828
5537,427972.5127,8741057.828
5538,427972.3227,8741058.828
5539,427972.1327,8741059.828
5540,427971.9427,8741060.828
5541,427971.7527,8741061.828
5542,427971.5627,8741062.828
5543,427971.3727,8741063.828
5544,427971.1827,8741064.828
5545,427970.9927,8741065.828
5546,427970.8027,8741066.828
5547,427970.6127,8741067.828
5548,427970.4227,8741068.828
5549,427970.2327,8741069.828
5550,427970.0427,8741070.828
5551,427969.8527,8741071.828
5552,427969.6627,8741072.828
5553,427969.4727,8741073.828
5554,427969.2827,8741074.828
5555,427969.0927,8741075.828
5556,427968.9027,8741076.828
5557,427968.7127,8741077.828
5558,427968.5227,8741078.828
5559,427968.3327,8741079.828
5560,427968.1427,8741080.828
5561,427967.9527,8741081.828
5562,427967.7627,8741082.828
5563,427967.5727,8741083.828
5564,427967.3827,8741084.828
5565,427967.1927,8741085.828
5566,427967.0027,8741086.828
5567,427966.8127,8741087.828
5568,427966.6227,8741088.828
5569,427966.4327,8741089.828
5570,427966.2427,8741090.828
5571,427966.0527,8741091.828
5572,427965.8627,8741092.828
5573,427965.6727,8741093.828
5574,427965.4827,8741094.828
5575,427965.2927,8741095.828
5576,427965.1027,8741096.828
5577,427964.9127,8741097.828
5578,427964.7227,8741098.828
5579,427964.5327,8741099.828
5580,427964.3427,8741100.828
5581,427964.1527,8741101.828
5582,427963.9627,8741102.828
5583,427963.7727,8741103.828
5584,427963.5827,8741104.828
5585,427963.3927,8741105.828
5586,427963.2027,8741106.828
5587,427963.0127,8741107.828
5588,427962.8227,8741108.828
5589,427962.6327,8741109.828
5590,427962.4427,8741110.828
5591,427962.2527,8741111.828
5592,427962.0627,8741112.828
5593,427961.8727,8741113.828
5594,427961.6827,8741114.828
5595,427961.4927,8741115.828
5596,427961.3027,8741116.828
5597,427961.1127,8741117.828
5598,427960.9227,8741118.828
5599,427960.7327,8741119.828
5600,427960.5427,8741120.828
5601,427960.3527,8741121.828
5602,427960.1627,8741122.828
5603,427959.9727,8741123.828
5604,427959.7827,8741124.828
5605,427959.5927,8741125.828
5606,427959.4027,8741126.828
5607,427959.2127,8741127.828
5608,427959.0227,8741128.828
5609,427958.8327,8741129.828
5610,427958.6427,8741130.828
5611,427958.4527,8741131.828
5612,427958.2627,8741132.828
5613,427958.0727,8741133.828
5614,427957.8827,8741134.828
5615,427957.6927,8741135.828
5616,427957.5027,8741136.828
5617,427957.3127,8741137.828
5618,427957.1227,8741138.828
5619,427956.9327,8741139.828
5620,427956.7427,8741140.828
5621,427956.5527,8741141.828
5622,427956.3627,8741142.828
5623,427956.1727,8741143.828
5624,427955.9827,8741144.828
5625,427955.7927,8741145.828
5626,427955.6027,8741146.828
5627,427955.4127,8741147.828
5628,427955.2227,8741148.828
5629,427955.0327,8741149.828
5630,428125.9173,8741590.756
5631,428125.8023,8741591.806
5632,428125.6873,8741592.856
5633,428125.5723,8741593.906
5634,428125.4573,8741594.956
5635,428125.3423,8741596.006
5636,428125.2273,8741597.056
5637,428125.1123,8741598.106
5638,428124.9973,8741599.156
5639,428124.8823,8741600.206
5640,428124.7673,8741601.256
5641,428124.6523,8741602.306
5642,428124.5373,8741603.356
5643,428124.4223,8741604.406
5644,428124.3073,8741605.456
5645,428124.1923,8741606.506
5646,428124.0773,8741607.556
5647,428123.9623,8741608.606
5648,428123.8473,8741609.656
5649,428123.7323,8741610.706
5650,428123.6173,8741611.756
5651,428123.5023,8741612.806
5652,428123.3873,8741613.856
5653,428123.2723,8741614.906
5654,428123.1573,8741615.956
5655,428123.0423,8741617.006
5656,428122.9273,8741618.056
5657,428122.8123,8741619.106
5658,428122.6973,8741620.156
5659,428122.5823,8741621.206
5660,428122.4673,8741622.256
5661,428122.3523,8741623.306
5662,428122.2373,8741624.356
5663,428122.1223,8741625.406
5664,428122.0073,8741626.456
5665,428121.8923,8741627.506
5666,428121.7773,8741628.556
5667,428121.6623,8741629.606
5668,428121.5473,8741630.656
5669,428121.4323,8741631.706
5670,428121.3173,8741632.756
5671,428121.2023,8741633.806
5672,428121.0873,8741634.856
5673,428120.9723,8741635.906
5674,428120.8573,8741636.956
5675,428120.7423,8741638.006
5676,428120.6273,8741639.056
5677,428120.5123,8741640.106
5678,428120.3973,8741641.156
5679,428120.2823,8741642.206
5680,428120.1673,8741643.256
5681,428120.0523,8741644.306
5682,428119.9373,8741645.356
5683,428119.8223,8741646.406
5684,428119.7073,8741647.456
5685,428119.5923,8741648.506
5686,428119.4773,8741649.556
5687,428119.3623,8741650.606
5688,428119.2473,8741651.656
5689,428119.1323,8741652.706
5690,428119.0173,8741653.756
5691,428118.9023,8741654.806
5692,428118.7873,8741655.856
5693,428118.6723,8741656.906
5694,428118.5573,8741657.956
5695,428118.4423,8741659.006
5696,428118.3273,8741660.056
5697,428118.2123,8741661.106
5698,428118.0973,8741662.156
5699,428117.9823,8741663.206
5700,428117.8673,8741664.256
5701,428117.7523,8741665.306
5702,428117.6373,8741666.356
5703,428117.5223,8741667.406
5704,428117.4073,8741668.456
5705,428117.2923,8741669.506
5706,428117.1773,8741670.556
5707,428117.0623,8741671.606
5708,428116.9473,8741672.656
5709,428116.8323,8741673.706
5710,428116.7173,8741674.756
5711,428116.6023,8741675.806
5712,428116.4873,8741676.856
5713,428116.3723,8741677.906
5714,428116.2573,8741678.956
5715,428116.1423,8741680.006
5716,428116.0273,8741681.056
5717,428115.9123,8741682.106
5718,428115.7973,8741683.156
5719,428115.6823,8741684.206
5720,428115.5673,8741685.256
5721,428115.4523,8741686.306
5722,428115.3373,8741687.356
5723,428115.2223,8741688.406
5724,428115.1073,8741689.456
5725,428114.9923,8741690.506
5726,428114.8773,8741691.556
5727,428114.7623,8741692.606
5728,428114.6473,8741693.656
5729,428114.5323,8741694.706
5730,428114.4173,8741695.756
5731,428114.3023,8741696.806
5732,428114.1873,8741697.856
5733,428114.0723,8741698.906
5734,428113.9573,8741699.956
5735,428113.8423,8741701.006
5736,428113.7273,8741702.056
5737,428113.6123,8741703.106
5738,428113.4973,8741704.156
5739,428113.3823,8741705.206
5740,428113.2673,8741706.256
5741,428113.1523,8741707.306
5742,428113.0373,8741708.356
5743,428112.9223,8741709.406
5744,428112.8073,8741710.456
5745,428112.6923,8741711.506
5746,428112.5773,8741712.556
5747,428112.4623,8741713.606
5748,428112.3473,8741714.656
5749,428112.2323,8741715.706
5750,428112.1173,8741716.756
5751,428112.0023,8741717.806
5752,428111.8873,8741718.856
5753,428111.7723,8741719.906
5754,428111.6573,8741720.956
5755,428111.5423,8741722.006
5756,428111.4273,8741723.056
5757,428111.3123,8741724.106
5758,428111.1973,8741725.156
5759,428111.0823,8741726.206
5760,428110.9673,8741727.256
5761,428110.8523,8741728.306
5762,428110.7373,8741729.356
5763,428110.6223,8741730.406
5764,428110.5073,8741731.456
5765,428110.3923,8741732.506
5766,428110.2773,8741733.556
5767,428110.1623,8741734.606
5768,428110.0473,8741735.656
5769,428109.9323,8741736.706
5770,428109.8173,8741737.756
5771,428109.7023,8741738.806
5772,428109.5873,8741739.856
5773,428109.4723,8741740.906
5774,428109.3573,8741741.956
5775,428109.2423,8741743.006
5776,428109.1273,8741744.056
5777,428109.0123,8741745.106
5778,428104.0673,8741790.256
5779,428103.9523,8741791.306
5780,428103.8373,8741792.356
5781,428103.7223,8741793.406
5782,428103.6073,8741794.456
5783,428103.4923,8741795.506
5784,428103.3773,8741796.556
5785,428103.2623,8741797.606
5786,428103.1473,8741798.656
5787,428103.0323,8741799.706
5788,427583.2283,8742434.642
5789,427584.0333,8742435.242
5790,427584.8383,8742435.842
5791,427585.6433,8742436.442
5792,427586.4483,8742437.042
5793,427587.2533,8742437.642
5794,427588.0583,8742438.242
5795,427588.8633,8742438.842
5796,427589.6683,8742439.442
5797,427590.4733,8742440.042
5798,427591.2783,8742440.642
5799,427592.0833,8742441.242
5800,427592.8883,8742441.842
5801,427593.6933,8742442.442
5802,427605.7683,8742451.442
5803,427606.5733,8742452.042
5804,427607.3783,8742452.642
5805,427608.1833,8742453.242
5806,427608.9883,8742453.842
5807,427609.7933,8742454.442
5808,427610.5983,8742455.042
5809,427611.4033,8742455.642
5810,427612.2083,8742456.242
5811,427613.0133,8742456.842
5812,427613.8183,8742457.442
5813,427614.6233,8742458.042
5814,427615.4283,8742458.642
5815,427630.7233,8742470.042
5816,427631.5283,8742470.642
5817,427632.3333,8742471.242
5818,427633.1383,8742471.842
5819,427679.8283,8742506.642
5820,427680.6333,8742507.242
5821,427681.4383,8742507.842
5822,427682.2433,8742508.442
5823,427683.0483,8742509.042
5824,427683.8533,8742509.642
5825,427684.6583,8742510.242
5826,427685.4633,8742510.842
5827,427686.2683,8742511.442
5828,427687.0733,8742512.042
5829,427687.8783,8742512.642
5830,427730.5433,8742544.442
5831,427731.3483,8742545.042
5832,427732.1533,8742545.642
5833,427732.9583,8742546.242
5834,427733.7633,8742546.842
5835,427734.5683,8742547.442
5836,427735.3733,8742548.042
5837,427736.1783,8742548.642
5838,427736.9833,8742549.242
5839,427737.7883,8742549.842
5840,506926.4681,8724790.717
5841,506927.0231,8724791.567
5842,506927.5781,8724792.417
5843,506928.1331,8724793.267
5844,506928.6881,8724794.117
5845,506929.2431,8724794.967
5846,506929.7981,8724795.817
5847,506930.3531,8724796.667
5848,506930.9081,8724797.517
5849,506931.4631,8724798.367
5850,506932.0181,8724799.217
5851,506932.5731,8724800.067
5852,506933.1281,8724800.917
5853,506933.6831,8724801.767
5854,506934.2381,8724802.617
5855,506934.7931,8724803.467
5856,506935.3481,8724804.317
5857,506935.9031,8724805.167
5858,506936.4581,8724806.017
5859,506937.0131,8724806.867
5860,506937.5681,8724807.717
5861,506938.1231,8724808.567
5862,506938.6781,8724809.417
5863,506939.2331,8724810.267
5864,506939.7881,8724811.117
5865,506940.3431,8724811.967
5866,506940.8981,8724812.817
5867,506941.4531,8724813.667
5868,506942.0081,8724814.517
5869,506942.5631,8724815.367
5870,506943.1181,8724816.217
5871,506943.6731,8724817.067
5872,506944.2281,8724817.917
5873,506944.7831,8724818.767
5874,506945.3381,8724819.617
5875,506945.8931,8724820.467
5876,506946.4481,8724821.317
5877,506947.0031,8724822.167
5878,506947.5581,8724823.017
5879,506948.1131,8724823.867
5880,506948.6681,8724824.717
5881,506949.2231,8724825.567
5882,506949.7781,8724826.417
5883,506950.3331,8724827.267
5884,506950.8881,8724828.117
5885,506951.4431,8724828.967
5886,506951.9981,8724829.817
5887,506952.5531,8724830.667
5888,506953.1081,8724831.517
5889,506953.6631,8724832.367
5890,506954.2181,8724833.217
5891,506954.7731,8724834.067
5892,506955.3281,8724834.917
5893,506955.8831,8724835.767
5894,506956.4381,8724836.617
5895,506956.9931,8724837.467
5896,506957.5481,8724838.317
5897,506958.1031,8724839.167
5898,506958.6581,8724840.017
5899,506959.2131,8724840.867
5900,506959.7681,8724841.717
5901,506960.3231,8724842.567
5902,506960.8781,8724843.417
5903,506961.4331,8724844.267
5904,506961.9881,8724845.117
5905,506962.5431,8724845.967
5906,506963.0981,8724846.817
5907,506963.6531,8724847.667
5908,506964.2081,8724848.517
5909,506964.7631,8724849.367
5910,506965.3181,8724850.217
5911,506965.8731,8724851.067
5912,506966.4281,8724851.917
5913,506966.9831,8724852.767
5914,506967.5381,8724853.617
5915,506968.0931,8724854.467
5916,506968.6481,8724855.317
5917,506969.2031,8724856.167
5918,506969.7581,8724857.017
5919,506970.3131,8724857.867
5920,506970.8681,8724858.717
5921,506971.4231,8724859.567
5922,506971.9781,8724860.417
5923,506972.5331,8724861.267
5924,506973.0881,8724862.117
5925,506973.6431,8724862.967
5926,506974.1981,8724863.817
5927,506974.7531,8724864.667
5928,506975.3081,8724865.517
5929,506975.8631,8724866.367
5930,506976.4181,8724867.217
5931,506976.9731,8724868.067
5932,506977.5281,8724868.917
5933,506978.0831,8724869.767
5934,506978.6381,8724870.617
5935,506979.1931,8724871.467
5936,506979.7481,8724872.317
5937,506980.3031,8724873.167
5938,506980.8581,8724874.017
5939,506981.4131,8724874.867
5940,506981.9681,8724875.717
5941,506982.5231,8724876.567
5942,506983.0781,8724877.417
5943,506983.6331,8724878.267
5944,506984.1881,8724879.117
5945,506984.7431,8724879.967
5946,506985.2981,8724880.817
5947,506985.8531,8724881.667
5948,506986.4081,8724882.517
5949,506986.9631,8724883.367
5950,506987.5181,8724884.217
5951,506988.0731,8724885.067
5952,506988.6281,8724885.917
5953,506989.1831,8724886.767
5954,506989.7381,8724887.617
5955,506990.2931,8724888.467
5956,506990.8481,8724889.317
5957,506991.4031,8724890.167
5958,506991.9581,8724891.017
5959,506992.5131,8724891.867
5960,506993.0681,8724892.717
5961,506993.6231,8724893.567
5962,506994.1781,8724894.417
5963,506994.7331,8724895.267
5964,506995.2881,8724896.117
5965,506995.8431,8724896.967
5966,506996.3981,8724897.817
5967,506996.9531,8724898.667
5968,506997.5081,8724899.517
5969,506998.0631,8724900.367
5970,506998.6181,8724901.217
5971,506999.1731,8724902.067
5972,506999.7281,8724902.917
5973,507000.2831,8724903.767
5974,507000.8381,8724904.617
5975,507001.3931,8724905.467
5976,507001.9481,8724906.317
5977,507002.5031,8724907.167
5978,507003.0581,8724908.017
5979,507003.6131,8724908.867
5980,507004.1681,8724909.717
5981,507004.7231,8724910.567
5982,507005.2781,8724911.417
5983,507005.8331,8724912.267
5984,507006.3881,8724913.117
5985,507006.9431,8724913.967
5986,507007.4981,8724914.817
5987,507008.0531,8724915.667
5988,507008.6081,8724916.517
5989,507009.1631,8724917.367
5990,507009.7181,8724918.217
5991,507010.2731,8724919.067
5992,507010.8281,8724919.917
5993,507011.3831,8724920.767
5994,507011.9381,8724921.617
5995,507012.4931,8724922.467
5996,507013.0481,8724923.317
5997,507013.6031,8724924.167
5998,507014.1581,8724925.017
5999,507014.7131,8724925.867
6000,507015.2681,8724926.717
6001,507015.8231,8724927.567
6002,507016.3781,8724928.417
6003,507016.9331,8724929.267
6004,507017.4881,8724930.117
6005,507018.0431,8724930.967
6006,507018.5981,8724931.817
6007,507019.1531,8724932.667
6008,507019.7081,8724933.517
6009,507020.2631,8724934.367
6010,507020.8181,8724935.217
6011,507021.3731,8724936.067
6012,507021.9281,8724936.917
6013,507022.4831,8724937.767
6014,507023.0381,8724938.617
6015,507023.5931,8724939.467
6016,507024.1481,8724940.317
6017,507024.7031,8724941.167
6018,507025.2581,8724942.017
6019,507025.8131,8724942.867
6020,507026.3681,8724943.717
6021,507026.9231,8724944.567
6022,507027.4781,8724945.417
6023,507028.0331,8724946.267
6024,507028.5881,8724947.117
6025,507029.1431,8724947.967
6026,507029.6981,8724948.817
6027,507030.2531,8724949.667
6028,507030.8081,8724950.517
6029,507031.3631,8724951.367
6030,507031.9181,8724952.217
6031,507032.4731,8724953.067
6032,507033.0281,8724953.917
6033,507033.5831,8724954.767
6034,507034.1381,8724955.617
6035,507034.6931,8724956.467
6036,507035.2481,8724957.317
6037,507035.8031,8724958.167
6038,507036.3581,8724959.017
6039,507036.9131,8724959.867
6040,506950.4983,8725530.77
6041,506951.0483,8725531.62
6042,506951.5983,8725532.47
6043,506952.1483,8725533.32
6044,506952.6983,8725534.17
6045,506953.2483,8725535.02
6046,506953.7983,8725535.87
6047,506954.3483,8725536.72
6048,506954.8983,8725537.57
6049,506955.4483,8725538.42
6050,506955.9983,8725539.27
6051,506956.5483,8725540.12
6052,506957.0983,8725540.97
6053,506957.6483,8725541.82
6054,506958.1983,8725542.67
6055,506958.7483,8725543.52
6056,506959.2983,8725544.37
6057,506959.8483,8725545.22
6058,506960.3983,8725546.07
6059,506960.9483,8725546.92
6060,506961.4983,8725547.77
6061,506962.0483,8725548.62
6062,506962.5983,8725549.47
6063,506963.1483,8725550.32
6064,506963.6983,8725551.17
6065,506964.2483,8725552.02
6066,506964.7983,8725552.87
6067,506965.3483,8725553.72
6068,506965.8983,8725554.57
6069,506966.4483,8725555.42
6070,506966.9983,8725556.27
6071,506967.5483,8725557.12
6072,506968.0983,8725557.97
6073,506968.6483,8725558.82
6074,506969.1983,8725559.67
6075,506969.7483,8725560.52
6076,506970.2983,8725561.37
6077,506970.8483,8725562.22
6078,506971.3983,8725563.07
6079,506971.9483,8725563.92
6080,506972.4983,8725564.77
6081,506973.0483,8725565.62
6082,506973.5983,8725566.47
6083,506974.1483,8725567.32
6084,506974.6983,8725568.17
6085,506975.2483,8725569.02
6086,506975.7983,8725569.87
6087,506976.3483,8725570.72
6088,506976.8983,8725571.57
6089,506977.4483,8725572.42
6090,506977.9983,8725573.27
6091,506978.5483,8725574.12
6092,506979.0983,8725574.97
6093,506979.6483,8725575.82
6094,506980.1983,8725576.67
6095,506980.7483,8725577.52
6096,506981.2983,8725578.37
6097,506981.8483,8725579.22
6098,506982.3983,8725580.07
6099,506982.9483,8725580.92
6100,506983.4983,8725581.77
6101,506984.0483,8725582.62
6102,506984.5983,8725583.47
6103,506985.1483,8725584.32
6104,506985.6983,8725585.17
6105,506986.2483,8725586.02
6106,506986.7983,8725586.87
6107,506987.3483,8725587.72
6108,506987.8983,8725588.57
6109,506988.4483,8725589.42
6110,506988.9983,8725590.27
6111,506989.5483,8725591.12
6112,506990.0983,8725591.97
6113,506990.6483,8725592.82
6114,506991.1983,8725593.67
6115,506991.7483,8725594.52
6116,506992.2983,8725595.37
6117,506992.8483,8725596.22
6118,506993.3983,8725597.07
6119,506993.9483,8725597.92
6120,506994.4983,8725598.77
6121,506995.0483,8725599.62
6122,506995.5983,8725600.47
6123,506996.1483,8725601.32
6124,506996.6983,8725602.17
6125,506997.2483,8725603.02
6126,506997.7983,8725603.87
6127,506998.3483,8725604.72
6128,506998.8983,8725605.57
6129,506999.4483,8725606.42
6130,506999.9983,8725607.27
6131,507000.5483,8725608.12
6132,507001.0983,8725608.97
6133,507001.6483,8725609.82
6134,507002.1983,8725610.67
6135,507002.7483,8725611.52
6136,507003.2983,8725612.37
6137,507003.8483,8725613.22
6138,507004.3983,8725614.07
6139,507004.9483,8725614.92
6140,507005.4983,8725615.77
6141,507006.0483,8725616.62
6142,507006.5983,8725617.47
6143,507007.1483,8725618.32
6144,507007.6983,8725619.17
6145,507008.2483,8725620.02
6146,507008.7983,8725620.87
6147,507009.3483,8725621.72
6148,507009.8983,8725622.57
6149,507010.4483,8725623.42
6150,507010.9983,8725624.27
6151,507011.5483,8725625.12
6152,507012.0983,8725625.97
6153,507012.6483,8725626.82
6154,507013.1983,8725627.67
6155,507013.7483,8725628.52
6156,507014.2983,8725629.37
6157,507014.8483,8725630.22
6158,507015.3983,8725631.07
6159,507015.9483,8725631.92
6160,507016.4983,8725632.77
6161,507017.0483,8725633.62
6162,507017.5983,8725634.47
6163,507018.1483,8725635.32
6164,507018.6983,8725636.17
6165,507019.2483,8725637.02
6166,507019.7983,8725637.87
6167,507020.3483,8725638.72
6168,507020.8983,8725639.57
6169,507021.4483,8725640.42
6170,507021.9983,8725641.27
6171,507022.5483,8725642.12
6172,507023.0983,8725642.97
6173,507023.6483,8725643.82
6174,507024.1983,8725644.67
6175,507024.7483,8725645.52
6176,507025.2983,8725646.37
6177,507025.8483,8725647.22
6178,507026.3983,8725648.07
6179,507026.9483,8725648.92
6180,507027.4983,8725649.77
6181,507028.0483,8725650.62
6182,507028.5983,8725651.47
6183,507029.1483,8725652.32
6184,507029.6983,8725653.17
6185,507030.2483,8725654.02
6186,507030.7983,8725654.87
6187,507031.3483,8725655.72
6188,507031.8983,8725656.57
6189,507032.4483,8725657.42
6190,507032.9983,8725658.27
6191,507033.5483,8725659.12
6192,507034.0983,8725659.97
6193,507034.6483,8725660.82
6194,507035.1983,8725661.67
6195,507035.7483,8725662.52
6196,507036.2983,8725663.37
6197,507036.8483,8725664.22
6198,507037.3983,8725665.07
6199,507037.9483,8725665.92
6200,507038.4983,8725666.77
6201,507039.0483,8725667.62
6202,507039.5983,8725668.47
6203,507040.1483,8725669.32
6204,507040.6983,8725670.17
6205,507041.2483,8725671.02
6206,507041.7983,8725671.87
6207,507042.3483,8725672.72
6208,507042.8983,8725673.57
6209,507043.4483,8725674.42
6210,507043.9983,8725675.27
6211,507044.5483,8725676.12
6212,507045.0983,8725676.97
6213,507045.6483,8725677.82
6214,507046.1983,8725678.67
6215,507046.7483,8725679.52
6216,507047.2983,8725680.37
6217,507047.8483,8725681.22
6218,507048.3983,8725682.07
6219,507048.9483,8725682.92
6220,507049.4983,8725683.77
6221,507050.0483,8725684.62
6222,507382.4141,8725950.379
6223,507383.1791,8725951.079
6224,507383.9441,8725951.779
6225,507384.7091,8725952.479
6226,507385.4741,8725953.179
6227,507386.2391,8725953.879
6228,507387.0041,8725954.579
6229,507387.7691,8725955.279
6230,507388.5341,8725955.979
6231,507389.2991,8725956.679
6232,507390.0641,8725957.379
6233,507390.8291,8725958.079
6234,507391.5941,8725958.779
6235,507392.3591,8725959.479
6236,507393.1241,8725960.179
6237,507393.8891,8725960.879
6238,507394.6541,8725961.579
6239,507395.4191,8725962.279
6240,507396.1841,8725962.979
6241,507396.9491,8725963.679
6242,507397.7141,8725964.379
6243,507398.4791,8725965.079
6244,507399.2441,8725965.779
6245,507400.0091,8725966.479
6246,507400.7741,8725967.179
6247,507401.5391,8725967.879
6248,507402.3041,8725968.579
6249,507403.0691,8725969.279
6250,507403.8341,8725969.979
6251,507404.5991,8725970.679
6252,507405.3641,8725971.379
6253,507406.1291,8725972.079
6254,507406.8941,8725972.779
6255,507407.6591,8725973.479
6256,507408.4241,8725974.179
6257,507409.1891,8725974.879
6258,507409.9541,8725975.579
6259,507410.7191,8725976.279
6260,507411.4841,8725976.979
6261,507412.2491,8725977.679
6262,507413.0141,8725978.379
6263,507413.7791,8725979.079
6264,507414.5441,8725979.779
6265,507415.3091,8725980.479
6266,507416.0741,8725981.179
6267,507416.8391,8725981.879
6268,507417.6041,8725982.579
6269,507418.3691,8725983.279
6270,507419.1341,8725983.979
6271,507419.8991,8725984.679
6272,507420.6641,8725985.379
6273,507421.4291,8725986.079
6274,507422.1941,8725986.779
6275,507422.9591,8725987.479
6276,507423.7241,8725988.179
6277,507424.4891,8725988.879
6278,507425.2541,8725989.579
6279,507426.0191,8725990.279
6280,507426.7841,8725990.979
6281,507427.5491,8725991.679
6282,507428.3141,8725992.379
6283,507429.0791,8725993.079
6284,507429.8441,8725993.779
6285,507430.6091,8725994.479
6286,507431.3741,8725995.179
6287,507432.1391,8725995.879
6288,507432.9041,8725996.579
6289,507433.6691,8725997.279
6290,507434.4341,8725997.979
6291,507435.1991,8725998.679
6292,507435.9641,8725999.379
6293,507436.7291,8726000.079
6294,507437.4941,8726000.779
6295,507438.2591,8726001.479
6296,507439.0241,8726002.179
6297,507439.7891,8726002.879
6298,507440.5541,8726003.579
6299,507441.3191,8726004.279
6300,507442.0841,8726004.979
6301,507442.8491,8726005.679
6302,507443.6141,8726006.379
6303,507444.3791,8726007.079
6304,507445.1441,8726007.779
6305,507445.9091,8726008.479
6306,507446.6741,8726009.179
6307,507447.4391,8726009.879
6308,507448.2041,8726010.579
6309,507448.9691,8726011.279
6310,507449.7341,8726011.979
6311,507450.4991,8726012.679
6312,507451.2641,8726013.379
6313,507452.0291,8726014.079
6314,507452.7941,8726014.779
6315,507453.5591,8726015.479
6316,507454.3241,8726016.179
6317,507455.0891,8726016.879
6318,507455.8541,8726017.579
6319,507456.6191,8726018.279
6320,507457.3841,8726018.979
6321,507458.1491,8726019.679
6322,507458.9141,8726020.379
6323,507459.6791,8726021.079
6324,507460.4441,8726021.779
6325,507461.2091,8726022.479
6326,507461.9741,8726023.179
6327,507462.7391,8726023.879
6328,507463.5041,8726024.579
6329,507464.2691,8726025.279
6330,507465.0341,8726025.979
6331,507465.7991,8726026.679
6332,507466.5641,8726027.379
6333,507467.3291,8726028.079
6334,507468.0941,8726028.779
