ID,UTM_E,UTM_N
1684,426775.4095,8757887.9
1685,426774.7395,8757888.65
1686,426774.0695,8757889.4
1687,426773.3995,8757890.15
1688,426772.7295,8757890.9
1689,426772.0595,8757891.65
1690,426771.3895,8757892.4
1691,426770.7195,8757893.15
1692,426770.0495,8757893.9
1693,426769.3795,8757894.65
1694,426768.7095,8757895.4
1695,426768.0395,8757896.15
1696,426767.3695,8757896.9
1697,426766.6995,8757897.65
1698,426766.0295,8757898.4
1699,426765.3595,8757899.15
1700,426764.6895,8757899.9
1701,426764.0195,8757900.65
1702,426763.3495,8757901.4
1703,426762.6795,8757902.15
1704,426762.0095,8757902.9
1705,426761.3395,8757903.65
1706,426760.6695,8757904.4
1707,426759.9995,8757905.15
1708,426759.3295,8757905.9
1709,426758.6595,8757906.65
1710,426757.9895,8757907.4
1711,426757.3195,8757908.15
1712,426756.6495,8757908.9
1713,426755.9795,8757909.65
1714,426755.3095,8757910.4
1715,426754.6395,8757911.15
1716,426753.9695,8757911.9
1717,426753.2995,8757912.65
1718,426752.6295,8757913.4
1719,426751.9595,8757914.15
1720,426751.2895,8757914.9
1721,426750.6195,8757915.65
1722,426749.9495,8757916.4
1723,426749.2795,8757917.15
1724,426748.6095,8757917.9
1725,426747.9395,8757918.65
1726,426747.2695,8757919.4
1727,426746.5995,8757920.15
1728,426745.9295,8757920.9
1729,426745.2595,8757921.65
1730,426744.5895,8757922.4
1731,426743.9195,8757923.15
1732,426743.2495,8757923.9
1733,426742.5795,8757924.65
1734,426741.9095,8757925.4
1735,426741.2395,8757926.15
1736,426740.5695,8757926.9
1737,426739.8995,8757927.65
1738,426739.2295,8757928.4
1739,426738.5595,8757929.15
1740,426737.8895,8757929.9
1741,426737.2195,8757930.65
1742,426736.5495,8757931.4
1743,426735.8795,8757932.15
1744,426735.2095,8757932.9
1745,426734.5395,8757933.65
1746,426733.8695,8757934.4
1747,426733.1995,8757935.15
1748,426732.5295,8757935.9
1749,426731.8595,8757936.65
1750,426731.1895,8757937.4
1751,426730.5195,8757938.15
1752,426729.8495,8757938.9
1753,426729.1795,8757939.65
1754,426728.5095,8757940.4
1755,426727.8395,8757941.15
1756,426727.1695,8757941.9
1757,426726.4995,8757942.65
1758,426725.8295,8757943.4
1759,426725.1595,8757944.15
1760,426724.4895,8757944.9
1761,426723.8195,8757945.65
1762,426723.1495,8757946.4
1763,426722.4795,8757947.15
1764,426721.8095,8757947.9
1765,426721.1395,8757948.65
1766,426720.4695,8757949.4
1767,426719.7995,8757950.15
1768,426719.1295,8757950.9
1769,426718.4595,8757951.65
1770,426717.7895,8757952.4
1771,426717.1195,8757953.15
1772,426716.4495,8757953.9
1773,426715.7795,8757954.65
1774,426715.1095,8757955.4
1775,426714.4395,8757956.15
1776,426713.7695,8757956.9
1777,426713.0995,8757957.65
1778,426712.4295,8757958.4
1779,426711.7595,8757959.15
1780,426711.0895,8757959.9
1781,427055.916,8758619.037
1782,427055.311,8758619.837
1783,427054.706,8758620.637
1784,427054.101,8758621.437
1785,427053.496,8758622.237
1786,427052.891,8758623.037
1787,427052.286,8758623.837
1788,427051.681,8758624.637
1789,427051.076,8758625.437
1790,427050.471,8758626.237
1791,427049.866,8758627.037
1792,427049.261,8758627.837
1793,427048.656,8758628.637
1794,427048.051,8758629.437
1795,427047.446,8758630.237
1796,427046.841,8758631.037
1797,427046.236,8758631.837
1798,427045.631,8758632.637
1799,427045.026,8758633.437
1800,427044.421,8758634.237
1801,427043.816,8758635.037
1802,427043.211,8758635.837
1803,427042.606,8758636.637
1804,427042.001,8758637.437
1805,427041.396,8758638.237
1806,427040.791,8758639.037
1807,427040.186,8758639.837
1808,427039.581,8758640.637
1809,427038.976,8758641.437
1810,427038.371,8758642.237
1811,427037.766,8758643.037
1812,427037.161,8758643.837
1813,427036.556,8758644.637
1814,427035.951,8758645.437
1815,427035.346,8758646.237
1816,427034.741,8758647.037
1817,427034.136,8758647.837
1818,427033.531,8758648.637
1819,427032.926,8758649.437
1820,427032.321,8758650.237
1821,427031.716,8758651.037
1822,427031.111,8758651.837
1823,427030.506,8758652.637
1824,427029.901,8758653.437
1825,427029.296,8758654.237
1826,427028.691,8758655.037
1827,427028.086,8758655.837
1828,427027.481,8758656.637
1829,427026.876,8758657.437
1830,427026.271,8758658.237
1831,427025.666,8758659.037
1832,427025.061,8758659.837
1833,427024.456,8758660.637
1834,427023.851,8758661.437
1835,427023.246,8758662.237
1836,427022.641,8758663.037
1837,427022.036,8758663.837
1838,427021.431,8758664.637
1839,427020.826,8758665.437
1840,427020.221,8758666.237
1841,427019.616,8758667.037
1842,427019.011,8758667.837
1843,427018.406,8758668.637
1844,427017.801,8758669.437
1845,427017.196,8758670.237
1846,427016.591,8758671.037
1847,427015.986,8758671.837
1848,427015.381,8758672.637
1849,427014.776,8758673.437
1850,427014.171,8758674.237
1851,427013.566,8758675.037
1852,427012.961,8758675.837
1853,427012.356,8758676.637
1854,427011.751,8758677.437
1855,427011.146,8758678.237
1856,427010.541,8758679.037
1857,427009.936,8758679.837
1858,427009.331,8758680.637
1859,427008.726,8758681.437
1860,427008.121,8758682.237
1861,427007.516,8758683.037
1862,427006.911,8758683.837
1863,427006.306,8758684.637
1864,427005.701,8758685.437
1865,427005.096,8758686.237
1866,427004.491,8758687.037
1867,427003.886,8758687.837
1868,438860.2981,8726370.299
1869,438859.3581,8726370.699
1870,438858.4181,8726371.099
1871,438857.4781,8726371.499
1872,438856.5381,8726371.899
1873,438855.5981,8726372.299
1874,438854.6581,8726372.699
1875,438853.7181,8726373.099
1876,438852.7781,8726373.499
1877,438851.8381,8726373.899
1878,438850.8981,8726374.299
1879,438849.9581,8726374.699
1880,438849.0181,8726375.099
1881,438848.0781,8726375.499
1882,438847.1381,8726375.899
1883,438846.1981,8726376.299
1884,438845.2581,8726376.699
1885,438844.3181,8726377.099
1886,438843.3781,8726377.499
1887,438842.4381,8726377.899
1888,438841.4981,8726378.299
1889,438840.5581,8726378.699
1890,438839.6181,8726379.099
1891,438838.6781,8726379.499
1892,438837.7381,8726379.899
1893,438836.7981,8726380.299
1894,438835.8581,8726380.699
1895,438834.9181,8726381.099
1896,438833.9781,8726381.499
1897,438833.0381,8726381.899
1898,438832.0981,8726382.299
1899,438831.1581,8726382.699
1900,438830.2181,8726383.099
1901,438829.2781,8726383.499
1902,438828.3381,8726383.899
1903,438827.3981,8726384.299
1904,438826.4581,8726384.699
1905,438825.5181,8726385.099
1906,438824.5781,8726385.499
1907,438823.6381,8726385.899
1908,438822.6981,8726386.299
1909,438821.7581,8726386.699
1910,438820.8181,8726387.099
1911,438819.8781,8726387.499
1912,438818.9381,8726387.899
1913,438817.9981,8726388.299
1914,438817.0581,8726388.699
1915,438816.1181,8726389.099
1916,438815.1781,8726389.499
1917,438814.2381,8726389.899
1918,438813.2981,8726390.299
1919,438812.3581,8726390.699
1920,438811.4181,8726391.099
1921,438810.4781,8726391.499
1922,438809.5381,8726391.899
1923,438808.5981,8726392.299
1924,438807.6581,8726392.699
1925,438806.7181,8726393.099
1926,438805.7781,8726393.499
1927,438804.8381,8726393.899
1928,438803.8981,8726394.299
1929,438802.9581,8726394.699
1930,438802.0181,8726395.099
1931,438801.0781,8726395.499
1932,438800.1381,8726395.899
1933,438799.1981,8726396.299
1934,438798.2581,8726396.699
1935,438797.3181,8726397.099
1936,438796.3781,8726397.499
1937,438795.4381,8726397.899
1938,438794.4981,8726398.299
1939,438793.5581,8726398.699
1940,438792.6181,8726399.099
1941,438791.6781,8726399.499
1942,438790.7381,8726399.899
1943,438789.7981,8726400.299
1944,438788.8581,8726400.699
1945,438787.9181,8726401.099
1946,438786.9781,8726401.499
1947,438786.0381,8726401.899
1948,438785.0981,8726402.299
1949,438784.1581,8726402.699
1950,438783.2181,8726403.099
1951,438782.2781,8726403.499
1952,438781.3381,8726403.899
1953,438780.3981,8726404.299
1954,438779.4581,8726404.699
1955,438778.5181,8726405.099
1956,438777.5781,8726405.499
1957,438776.6381,8726405.899
1958,438775.6981,8726406.299
1959,438774.7581,8726406.699
1960,438773.8181,8726407.099
1961,438772.8781,8726407.499
1962,438771.9381,8726407.899
1963,438770.9981,8726408.299
1964,438770.0581,8726408.699
1965,438769.1181,8726409.099
1966,438768.1781,8726409.499
1967,438767.2381,8726409.899
1968,438766.2981,8726410.299
1969,438765.3581,8726410.699
1970,438764.4181,8726411.099
1971,438763.4781,8726411.499
1972,438762.5381,8726411.899
1973,438761.5981,8726412.299
1974,438760.6581,8726412.699
1975,438759.7181,8726413.099
1976,438758.7781,8726413.499
1977,438757.8381,8726413.899
1978,438756.8981,8726414.299
1979,438755.9581,8726414.699
1980,438755.0181,8726415.099
1981,438754.0781,8726415.499
1982,438753.1381,8726415.899
1983,438752.1981,8726416.299
1984,438751.2581,8726416.699
1985,438750.3181,8726417.099
1986,438749.3781,8726417.499
1987,438748.4381,8726417.899
1988,438747.4981,8726418.299
1989,438746.5581,8726418.699
1990,438745.6181,8726419.099
1991,438744.6781,8726419.499
1992,438743.7381,8726419.899
1993,438742.7981,8726420.299
1994,438741.8581,8726420.699
1995,438740.9181,8726421.099
1996,438739.9781,8726421.499
1997,438739.0381,8726421.899
1998,438738.0981,8726422.299
1999,438737.1581,8726422.699
2000,438736.2181,8726423.099
2001,438735.2781,8726423.499
2002,438734.3381,8726423.899
2003,438733.3981,8726424.299
2004,438732.4581,8726424.699
2005,438731.5181,8726425.099
2006,438730.5781,8726425.499
2007,438729.6381,8726425.899
2008,438728.6981,8726426.299
2009,438727.7581,8726426.699
2010,438726.8181,8726427.099
2011,438725.8781,8726427.499
2012,438724.9381,8726427.899
2013,438723.9981,8726428.299
2014,438723.0581,8726428.699
2015,438722.1181,8726429.099
2016,438721.1781,8726429.499
2017,438720.2381,8726429.899
2018,438719.2981,8726430.299
2019,438718.3581,8726430.699
2020,438717.4181,8726431.099
2021,438716.4781,8726431.499
2022,438715.5381,8726431.899
2023,438714.5981,8726432.299
2024,438713.6581,8726432.699
2025,438712.7181,8726433.099
2026,438711.7781,8726433.499
2027,438710.8381,8726433.899
2028,438709.8981,8726434.299
2029,438708.9581,8726434.699
2030,438708.0181,8726435.099
2031,438707.0781,8726435.499
2032,438706.1381,8726435.899
2033,438705.1981,8726436.299
2034,438704.2581,8726436.699
2035,438703.3181,8726437.099
2036,438702.3781,8726437.499
2037,438701.4381,8726437.899
2038,438700.4981,8726438.299
2039,438699.5581,8726438.699
2040,438698.6181,8726439.099
2041,438697.6781,8726439.499
2042,438696.7381,8726439.899
2043,438695.7981,8726440.299
2044,438694.8581,8726440.699
2045,438693.9181,8726441.099
2046,438692.9781,8726441.499
2047,438692.0381,8726441.899
2048,438691.0981,8726442.299
2049,438690.1581,8726442.699
2050,438689.2181,8726443.099
2051,438688.2781,8726443.499
2052,438687.3381,8726443.899
2053,438686.3981,8726444.299
2054,438685.4581,8726444.699
2055,438684.5181,8726445.099
2056,438683.5781,8726445.499
2057,438682.6381,8726445.899
2058,438681.6981,8726446.299
2059,438680.7581,8726446.699
2060,438679.8181,8726447.099
2061,438678.8781,8726447.499
2062,438677.9381,8726447.899
2063,438676.9981,8726448.299
2064,438676.0581,8726448.699
2065,438675.1181,8726449.099
2066,438674.1781,8726449.499
2067,438673.2381,8726449.899
2068,437091.8199,8727700.288
2069,437091.3199,8727701.088
2070,437090.8199,8727701.888
2071,437090.3199,8727702.688
2072,437089.8199,8727703.488
2073,437089.3199,8727704.288
2074,437088.8199,8727705.088
2075,437088.3199,8727705.888
2076,437087.8199,8727706.688
2077,437087.3199,8727707.488
2078,437086.8199,8727708.288
2079,437086.3199,8727709.088
2080,437085.8199,8727709.888
2081,437085.3199,8727710.688
2082,437084.8199,8727711.488
2083,437084.3199,8727712.288
2084,437083.8199,8727713.088
2085,437083.3199,8727713.888
2086,437082.8199,8727714.688
2087,437082.3199,8727715.488
2088,437081.8199,8727716.288
2089,437081.3199,8727717.088
2090,437080.8199,8727717.888
2091,437080.3199,8727718.688
2092,437079.8199,8727719.488
2093,437079.3199,8727720.288
2094,437078.8199,8727721.088
2095,437078.3199,8727721.888
2096,437077.8199,8727722.688
2097,437077.3199,8727723.488
2098,437076.8199,8727724.288
2099,437076.3199,8727725.088
2100,437075.8199,8727725.888
2101,437075.3199,8727726.688
2102,437074.8199,8727727.488
2103,437074.3199,8727728.288
2104,437073.8199,8727729.088
2105,437073.3199,8727729.888
2106,437072.8199,8727730.688
2107,437072.3199,8727731.488
2108,437071.8199,8727732.288
2109,437071.3199,8727733.088
2110,437070.8199,8727733.888
2111,437070.3199,8727734.688
2112,437069.8199,8727735.488
2113,437069.3199,8727736.288
2114,437068.8199,8727737.088
2115,437068.3199,8727737.888
2116,437067.8199,8727738.688
2117,437067.3199,8727739.488
2118,437066.8199,8727740.288
2119,437066.3199,8727741.088
2120,437065.8199,8727741.888
2121,437065.3199,8727742.688
2122,437064.8199,8727743.488
2123,437064.3199,8727744.288
2124,437063.8199,8727745.088
2125,437063.3199,8727745.888
2126,437062.8199,8727746.688
2127,437062.3199,8727747.488
2128,437061.8199,8727748.288
2129,437061.3199,8727749.088
2130,437060.8199,8727749.888
2131,437060.3199,8727750.688
2132,437059.8199,8727751.488
2133,437059.3199,8727752.288
2134,437058.8199,8727753.088
2135,437058.3199,8727753.888
2136,437057.8199,8727754.688
2137,437057.3199,8727755.488
2138,437056.8199,8727756.288
2139,437056.3199,8727757.088
2140,437055.8199,8727757.888
2141,437055.3199,8727758.688
2142,437054.8199,8727759.488
2143,437054.3199,8727760.288
2144,437053.8199,8727761.088
2145,437053.3199,8727761.888
2146,437052.8199,8727762.688
2147,437052.3199,8727763.488
2148,437051.8199,8727764.288
2149,437051.3199,8727765.088
2150,437050.8199,8727765.888
2151,437050.3199,8727766.688
2152,437049.8199,8727767.488
2153,437049.3199,8727768.288
2154,437048.8199,8727769.088
2155,437048.3199,8727769.888
2156,437047.8199,8727770.688
2157,437047.3199,8727771.488
2158,437046.8199,8727772.288
2159,437046.3199,8727773.088
2160,437045.8199,8727773.888
2161,437045.3199,8727774.688
2162,437044.8199,8727775.488
2163,437044.3199,8727776.288
2164,437043.8199,8727777.088
2165,437043.3199,8727777.888
2166,437042.8199,8727778.688
2167,437042.3199,8727779.488
2168,437041.8199,8727780.288
2169,437041.3199,8727781.088
2170,437040.8199,8727781.888
2171,437040.3199,8727782.688
2172,437039.8199,8727783.488
2173,437039.3199,8727784.288
2174,437038.8199,8727785.088
2175,437038.3199,8727785.888
2176,437037.8199,8727786.688
2177,437037.3199,8727787.488
2178,437036.8199,8727788.288
2179,437036.3199,8727789.088
2180,437035.8199,8727789.888
2181,437035.3199,8727790.688
2182,437034.8199,8727791.488
2183,437034.3199,8727792.288
2184,437033.8199,8727793.088
2185,437033.3199,8727793.888
2186,437032.8199,8727794.688
2187,437032.3199,8727795.488
2188,437031.8199,8727796.288
2189,437031.3199,8727797.088
2190,437030.8199,8727797.888
2191,437030.3199,8727798.688
2192,437029.8199,8727799.488
2193,437029.3199,8727800.288
2194,437028.8199,8727801.088
2195,437028.3199,8727801.888
2196,437027.8199,8727802.688
2197,437027.3199,8727803.488
2198,437026.8199,8727804.288
2199,437026.3199,8727805.088
2200,437025.8199,8727805.888
2201,437025.3199,8727806.688
2202,437024.8199,8727807.488
2203,437024.3199,8727808.288
2204,437023.8199,8727809.088
2205,437023.3199,8727809.888
2206,437022.8199,8727810.688
2207,437022.3199,8727811.488
2208,437021.8199,8727812.288
2209,437021.3199,8727813.088
2210,437020.8199,8727813.888
2211,437020.3199,8727814.688
2212,437019.8199,8727815.488
2213,437019.3199,8727816.288
2214,437018.8199,8727817.088
2215,437018.3199,8727817.888
2216,437017.8199,8727818.688
2217,437017.3199,8727819.488
2218,437016.8199,8727820.288
2219,437016.3199,8727821.088
2220,437015.8199,8727821.888
2221,437015.3199,8727822.688
2222,437014.8199,8727823.488
2223,437014.3199,8727824.288
2224,437013.8199,8727825.088
2225,437013.3199,8727825.888
2226,437012.8199,8727826.688
2227,437012.3199,8727827.488
2228,437011.8199,8727828.288
2229,437011.3199,8727829.088
2230,437010.8199,8727829.888
2231,437010.3199,8727830.688
2232,437009.8199,8727831.488
2233,437009.3199,8727832.288
2234,437008.8199,8727833.088
2235,437008.3199,8727833.888
2236,437007.8199,8727834.688
2237,437007.3199,8727835.488
2238,437006.8199,8727836.288
2239,437006.3199,8727837.088
2240,437005.8199,8727837.888
2241,437005.3199,8727838.688
2242,437004.8199,8727839.488
2243,437004.3199,8727840.288
2244,437003.8199,8727841.088
2245,437003.3199,8727841.888
2246,437002.8199,8727842.688
2247,437002.3199,8727843.488
2248,437001.8199,8727844.288
2249,437001.3199,8727845.088
2250,437000.8199,8727845.888
2251,437000.3199,8727846.688
2252,436999.8199,8727847.488
2253,436999.3199,8727848.288
2254,436998.8199,8727849.088
2255,436998.3199,8727849.888
2256,436997.8199,8727850.688
2257,436997.3199,8727851.488
2258,436996.8199,8727852.288
2259,436996.3199,8727853.088
2260,436995.8199,8727853.888
2261,436995.3199,8727854.688
2262,436994.8199,8727855.488
2263,436994.3199,8727856.288
2264,436993.8199,8727857.088
2265,436993.3199,8727857.888
2266,436992.8199,8727858.688
2267,436992.3199,8727859.488
2268,437035.6113,8728320.571
2269,437035.0663,8728321.371
2270,437034.5213,8728322.171
2271,437033.9763,8728322.971
2272,437033.4313,8728323.771
2273,437032.8863,8728324.571
2274,437032.3413,8728325.371
2275,437031.7963,8728326.171
2276,437031.2513,8728326.971
2277,437030.7063,8728327.771
2278,437030.1613,8728328.571
2279,437029.6163,8728329.371
2280,437029.0713,8728330.171
2281,437028.5263,8728330.971
2282,437027.9813,8728331.771
2283,437027.4363,8728332.571
2284,437026.8913,8728333.371
2285,437026.3463,8728334.171
2286,437025.8013,8728334.971
2287,437025.2563,8728335.771
2288,437024.7113,8728336.571
2289,437024.1663,8728337.371
2290,437023.6213,8728338.171
2291,437023.0763,8728338.971
2292,437022.5313,8728339.771
2293,437021.9863,8728340.571
2294,437021.4413,8728341.371
2295,437020.8963,8728342.171
2296,437020.3513,8728342.971
2297,437019.8063,8728343.771
2298,437019.2613,8728344.571
2299,437018.7163,8728345.371
2300,437018.1713,8728346.171
2301,437017.6263,8728346.971
2302,437017.0813,8728347.771
2303,437016.5363,8728348.571
2304,437015.9913,8728349.371
2305,437015.4463,8728350.171
2306,437014.9013,8728350.971
2307,437014.3563,8728351.771
2308,437013.8113,8728352.571
2309,437013.2663,8728353.371
2310,437012.7213,8728354.171
2311,437012.1763,8728354.971
2312,437011.6313,8728355.771
2313,437011.0863,8728356.571
2314,437010.5413,8728357.371
2315,437009.9963,8728358.171
2316,437009.4513,8728358.971
2317,437008.9063,8728359.771
2318,437008.3613,8728360.571
2319,437007.8163,8728361.371
2320,437007.2713,8728362.171
2321,437006.7263,8728362.971
2322,437006.1813,8728363.771
2323,437005.6363,8728364.571
2324,437005.0913,8728365.371
2325,437004.5463,8728366.171
2326,437004.0013,8728366.971
2327,437003.4563,8728367.771
2328,437002.9113,8728368.571
2329,436953.8613,8728440.571
2330,436953.3163,8728441.371
2331,436952.7713,8728442.171
2332,436952.2263,8728442.971
2333,436951.6813,8728443.771
2334,436951.1363,8728444.571
2335,436950.5913,8728445.371
2336,436950.0463,8728446.171
2337,436949.5013,8728446.971
2338,436948.9563,8728447.771
2339,436948.4113,8728448.571
2340,436947.8663,8728449.371
2341,436947.3213,8728450.171
2342,436946.7763,8728450.971
2343,436946.2313,8728451.771
2344,436945.6863,8728452.571
2345,436945.1413,8728453.371
2346,436944.5963,8728454.171
2347,436944.0513,8728454.971
2348,436943.5063,8728455.771
2349,436942.9613,8728456.571
2350,436942.4163,8728457.371
2351,436941.8713,8728458.171
2352,436941.3263,8728458.971
2353,436940.7813,8728459.771
2354,436940.2363,8728460.571
2355,436939.6913,8728461.371
2356,436939.1463,8728462.171
2357,436938.6013,8728462.971
2358,436938.0563,8728463.771
2359,436937.5113,8728464.571
2360,436936.9663,8728465.371
2361,436936.4213,8728466.171
2362,436935.8763,8728466.971
2363,436935.3313,8728467.771
2364,436934.7863,8728468.571
2365,436934.2413,8728469.371
2366,436933.6963,8728470.171
2367,436933.1513,8728470.971
2368,436932.6063,8728471.771
2369,436932.0613,8728472.571
2370,436931.5163,8728473.371
2371,436930.9713,8728474.171
2372,436930.4263,8728474.971
2373,436929.8813,8728475.771
2374,436929.3363,8728476.571
2375,436928.7913,8728477.371
2376,436928.2463,8728478.171
2377,436927.7013,8728478.971
2378,436927.1563,8728479.771
2379,436278.6011,8729100.202
2380,436277.7111,8729100.652
2381,436276.8211,8729101.102
2382,436275.9311,8729101.552
2383,436275.0411,8729102.002
2384,436274.1511,8729102.452
2385,436273.2611,8729102.902
2386,436272.3711,8729103.352
2387,436271.4811,8729103.802
2388,436270.5911,8729104.252
2389,436269.7011,8729104.702
2390,436268.8111,8729105.152
2391,436267.9211,8729105.602
2392,436267.0311,8729106.052
2393,436266.1411,8729106.502
2394,436265.2511,8729106.952
2395,436264.3611,8729107.402
2396,436263.4711,8729107.852
2397,436262.5811,8729108.302
2398,436261.6911,8729108.752
2399,436260.8011,8729109.202
2400,436259.9111,8729109.652
2401,436259.0211,8729110.102
2402,436258.1311,8729110.552
2403,436257.2411,8729111.002
2404,436256.3511,8729111.452
2405,436255.4611,8729111.902
2406,436254.5711,8729112.352
2407,436253.6811,8729112.802
2408,436252.7911,8729113.252
2409,436251.9011,8729113.702
2410,436251.0111,8729114.152
2411,436250.1211,8729114.602
2412,436249.2311,8729115.052
2413,436248.3411,8729115.502
2414,436247.4511,8729115.952
2415,436246.5611,8729116.402
2416,436245.6711,8729116.852
2417,436244.7811,8729117.302
2418,436243.8911,8729117.752
2419,436243.0011,8729118.202
2420,436242.1111,8729118.652
2421,436241.2211,8729119.102
2422,436240.3311,8729119.552
2423,436239.4411,8729120.002
2424,436238.5511,8729120.452
2425,436237.6611,8729120.902
2426,436236.7711,8729121.352
2427,436235.8811,8729121.802
2428,436234.9911,8729122.252
2429,436234.1011,8729122.702
2430,436233.2111,8729123.152
2431,436232.3211,8729123.602
2432,436231.4311,8729124.052
2433,436230.5411,8729124.502
2434,436229.6511,8729124.952
2435,436228.7611,8729125.402
2436,436227.8711,8729125.852
2437,436226.9811,8729126.302
2438,436226.0911,8729126.752
2439,436225.2011,8729127.202
2440,436224.3111,8729127.652
2441,436223.4211,8729128.102
2442,436222.5311,8729128.552
2443,436221.6411,8729129.002
2444,436220.7511,8729129.452
2445,436219.8611,8729129.902
2446,436218.9711,8729130.352
2447,436218.0811,8729130.802
2448,436217.1911,8729131.252
2449,436216.3011,8729131.702
2450,436215.4111,8729132.152
2451,436214.5211,8729132.602
2452,436213.6311,8729133.052
2453,436212.7411,8729133.502
2454,436211.8511,8729133.952
2455,436210.9611,8729134.402
2456,436210.0711,8729134.852
2457,436209.1811,8729135.302
2458,436208.2911,8729135.752
2459,436207.4011,8729136.202
2460,436206.5111,8729136.652
2461,436205.6211,8729137.102
2462,436204.7311,8729137.552
2463,436203.8411,8729138.002
2464,436202.9511,8729138.452
2465,436202.0611,8729138.902
2466,436201.1711,8729139.352
2467,436200.2811,8729139.802
2468,436199.3911,8729140.252
2469,436198.5011,8729140.702
2470,436197.6111,8729141.152
2471,436196.7211,8729141.602
2472,436195.8311,8729142.052
2473,436194.9411,8729142.502
2474,436194.0511,8729142.952
2475,436193.1611,8729143.402
2476,436192.2711,8729143.852
2477,436191.3811,8729144.302
2478,436190.4911,8729144.752
2479,436189.6011,8729145.202
2480,436188.7111,8729145.652
2481,436187.8211,8729146.102
2482,436186.9311,8729146.552
2483,436186.0411,8729147.002
2484,436185.1511,8729147.452
2485,436184.2611,8729147.902
2486,436183.3711,8729148.352
2487,436182.4811,8729148.802
2488,436181.5911,8729149.252
2489,436180.7011,8729149.702
2490,436179.8111,8729150.152
2491,436178.9211,8729150.602
2492,436178.0311,8729151.052
2493,436177.1411,8729151.502
2494,436176.2511,8729151.952
2495,436175.3611,8729152.402
2496,436174.4711,8729152.852
2497,436173.5811,8729153.302
2498,436172.6911,8729153.752
2499,436171.8011,8729154.202
2500,436170.9111,8729154.652
2501,436170.0211,8729155.102
2502,436169.1311,8729155.552
2503,436168.2411,8729156.002
2504,436167.3511,8729156.452
2505,436166.4611,8729156.902
2506,436165.5711,8729157.352
2507,436164.6811,8729157.802
2508,436163.7911,8729158.252
2509,436162.9011,8729158.702
2510,436162.0111,8729159.152
2511,436161.1211,8729159.602
2512,436160.2311,8729160.052
2513,436159.3411,8729160.502
2514,436158.4511,8729160.952
2515,436157.5611,8729161.402
2516,436156.6711,8729161.852
2517,436155.7811,8729162.302
2518,436154.8911,8729162.752
2519,436154.0011,8729163.202
2520,436153.1111,8729163.652
2521,436152.2211,8729164.102
2522,436151.3311,8729164.552
2523,436150.4411,8729165.002
2524,436149.5511,8729165.452
2525,436148.6611,8729165.902
2526,436147.7711,8729166.352
2527,436146.8811,8729166.802
2528,436145.9911,8729167.252
2529,436145.1011,8729167.702
2530,436144.2111,8729168.152
2531,436143.3211,8729168.602
2532,436142.4311,8729169.052
2533,436141.5411,8729169.502
2534,436140.6511,8729169.952
2535,436139.7611,8729170.402
2536,436138.8711,8729170.852
2537,436137.9811,8729171.302
2538,436137.0911,8729171.752
2539,436136.2011,8729172.202
2540,436135.3111,8729172.652
2541,436134.4211,8729173.102
2542,436133.5311,8729173.552
2543,436132.6411,8729174.002
2544,436131.7511,8729174.452
2545,436130.8611,8729174.902
2546,436129.9711,8729175.352
2547,436129.0811,8729175.802
2548,436128.1911,8729176.252
2549,436127.3011,8729176.702
2550,436126.4111,8729177.152
2551,436125.5211,8729177.602
2552,436124.6311,8729178.052
2553,436123.7411,8729178.502
2554,436122.8511,8729178.952
2555,436121.9611,8729179.402
2556,436121.0711,8729179.852
2557,436120.1811,8729180.302
2558,436119.2911,8729180.752
2559,436118.4011,8729181.202
2560,436117.5111,8729181.652
2561,436116.6211,8729182.102
2562,436115.7311,8729182.552
2563,436114.8411,8729183.002
2564,436113.9511,8729183.452
2565,436113.0611,8729183.902
2566,436112.1711,8729184.352
2567,436111.2811,8729184.802
2568,436110.3911,8729185.252
2569,436109.5011,8729185.702
2570,436108.6111,8729186.152
2571,436107.7211,8729186.602
2572,436106.8311,8729187.052
2573,436105.9411,8729187.502
2574,436105.0511,8729187.952
2575,436104.1611,8729188.402
2576,436103.2711,8729188.852
2577,436102.3811,8729189.302
2578,436101.4911,8729189.752
2579,434988.4443,8730080.787
2580,434987.8793,8730081.587
2581,434987.3143,8730082.387
2582,434986.7493,8730083.187
2583,434986.1843,8730083.987
2584,434985.6193,8730084.787
2585,434985.0543,8730085.587
2586,434984.4893,8730086.387
2587,434983.9243,8730087.187
2588,434983.3593,8730087.987
2589,434982.7943,8730088.787
2590,434982.2293,8730089.587
2591,434981.6643,8730090.387
2592,434981.0993,8730091.187
2593,434980.5343,8730091.987
2594,434979.9693,8730092.787
2595,434979.4043,8730093.587
2596,434978.8393,8730094.387
2597,434978.2743,8730095.187
2598,434977.7093,8730095.987
2599,434977.1443,8730096.787
2600,434976.5793,8730097.587
2601,434976.0143,8730098.387
2602,434975.4493,8730099.187
2603,434974.8843,8730099.987
2604,434974.3193,8730100.787
2605,434973.7543,8730101.587
2606,434973.1893,8730102.387
2607,434972.6243,8730103.187
2608,434972.0593,8730103.987
2609,434971.4943,8730104.787
2610,434970.9293,8730105.587
2611,434970.3643,8730106.387
2612,434969.7993,8730107.187
2613,434969.2343,8730107.987
2614,434968.6693,8730108.787
2615,434968.1043,8730109.587
2616,434967.5393,8730110.387
2617,434966.9743,8730111.187
2618,434966.4093,8730111.987
2619,434965.8443,8730112.787
2620,434965.2793,8730113.587
2621,434964.7143,8730114.387
