Year,Sublocation,Survey_type,UTM_E,UTM_N,Grubbing_PresenceAbsence,Grubbing_Intensity,VegetationType_as_provided,DataShepherd,SpatialScale_GrubbingRecording,VegetationType_reclassified,snowmelt,mayday,Location_Valley
2015,brogger,plots_on_transect,430678.87,8755575.33,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430679.85,8755575.13,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430680.83,8755574.93,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430681.81,8755574.73,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430682.79,8755574.53,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430683.77,8755574.33,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,430684.75,8755574.13,0,0,moss_tundra,Virve,2,mesic,159,8,Brogger
2015,brogger,plots_on_transect,427509.64,8757310.24,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427508.82,8757310.79,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427508.01,8757311.34,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427507.19,8757311.89,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427506.38,8757312.44,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427505.56,8757312.99,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427504.75,8757313.54,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427503.93,8757314.09,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427503.12,8757314.64,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427502.3,8757315.19,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427501.49,8757315.74,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427500.67,8757316.29,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427499.86,8757316.84,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427499.04,8757317.39,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427498.23,8757317.94,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427497.41,8757318.49,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427496.6,8757319.04,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427495.78,8757319.59,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427494.97,8757320.14,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427494.15,8757320.69,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427493.34,8757321.24,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427492.52,8757321.79,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427491.71,8757322.34,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427490.89,8757322.89,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427490.08,8757323.44,0,0,heath,Virve,2,dry,159,8,Brogger
2015,brogger,plots_on_transect,427489.26,8757323.99,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427488.45,8757324.54,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427487.63,8757325.09,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427486.82,8757325.64,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427486,8757326.19,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427485.19,8757326.74,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427484.37,8757327.29,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427483.56,8757327.84,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427482.74,8757328.39,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427481.93,8757328.94,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427481.11,8757329.49,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427480.3,8757330.04,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427479.48,8757330.59,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427478.67,8757331.14,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427477.85,8757331.69,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427477.04,8757332.24,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427476.22,8757332.79,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427475.41,8757333.34,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427474.59,8757333.89,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427473.78,8757334.44,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427472.96,8757334.99,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427472.15,8757335.54,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427471.33,8757336.09,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427470.52,8757336.64,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427469.7,8757337.19,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427468.89,8757337.74,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427468.07,8757338.29,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427467.26,8757338.84,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427466.44,8757339.39,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427465.63,8757339.94,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427464.81,8757340.49,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427464,8757341.04,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427463.18,8757341.59,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427462.37,8757342.14,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427461.55,8757342.69,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427460.74,8757343.24,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427459.92,8757343.79,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427459.11,8757344.34,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427458.29,8757344.89,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427457.48,8757345.44,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427456.66,8757345.99,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427455.85,8757346.54,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427455.03,8757347.09,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427454.22,8757347.64,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427453.4,8757348.19,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427452.59,8757348.74,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427451.77,8757349.29,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427450.96,8757349.84,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427450.14,8757350.39,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427449.33,8757350.94,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427448.51,8757351.49,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427447.7,8757352.04,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427446.88,8757352.59,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427446.07,8757353.14,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427445.25,8757353.69,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427444.44,8757354.24,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427443.62,8757354.79,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427442.81,8757355.34,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427441.99,8757355.89,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427441.18,8757356.44,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427440.36,8757356.99,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427439.55,8757357.54,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427438.73,8757358.09,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427437.92,8757358.64,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427437.1,8757359.19,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427436.29,8757359.74,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427435.47,8757360.29,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427434.66,8757360.84,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427433.84,8757361.39,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427433.03,8757361.94,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427432.21,8757362.49,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427431.4,8757363.04,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427430.58,8757363.59,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427429.77,8757364.14,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427428.95,8757364.69,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427428.14,8757365.24,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427427.32,8757365.79,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427426.51,8757366.34,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427425.69,8757366.89,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427424.88,8757367.44,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427424.06,8757367.99,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427423.25,8757368.54,0,0,heath,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427398.8,8757385.04,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427397.98,8757385.59,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427397.17,8757386.14,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427396.35,8757386.69,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427395.54,8757387.24,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427394.72,8757387.79,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427393.91,8757388.34,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427393.09,8757388.89,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427392.28,8757389.44,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427391.46,8757389.99,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427390.65,8757390.54,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427389.83,8757391.09,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427389.02,8757391.64,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427388.2,8757392.19,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427387.39,8757392.74,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427386.57,8757393.29,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427385.76,8757393.84,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427384.94,8757394.39,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427384.13,8757394.94,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427383.31,8757395.49,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427382.5,8757396.04,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427381.68,8757396.59,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427380.87,8757397.14,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427380.05,8757397.69,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427379.24,8757398.24,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427378.42,8757398.79,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427377.61,8757399.34,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427376.79,8757399.89,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427375.98,8757400.44,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427358.86,8757411.99,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427358.05,8757412.54,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427357.23,8757413.09,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427356.42,8757413.64,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427355.6,8757414.19,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427354.79,8757414.74,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427353.97,8757415.29,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427353.16,8757415.84,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427352.34,8757416.39,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427351.53,8757416.94,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427350.71,8757417.49,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427349.9,8757418.04,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427349.08,8757418.59,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427348.27,8757419.14,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,427347.45,8757419.69,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426844.42,8757810.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426843.75,8757811.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426843.08,8757812.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426842.41,8757812.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426841.74,8757813.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426841.07,8757814.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426840.4,8757815.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426839.73,8757815.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426839.06,8757816.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426838.39,8757817.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426837.72,8757818.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426837.05,8757818.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426836.38,8757819.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426835.71,8757820.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426835.04,8757821.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426834.37,8757821.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426833.7,8757822.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426833.03,8757823.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426832.36,8757824.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426831.69,8757824.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426831.02,8757825.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426830.35,8757826.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426829.68,8757827.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426829.01,8757827.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426828.34,8757828.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426827.67,8757829.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426827,8757830.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426826.33,8757830.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426825.66,8757831.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426824.99,8757832.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426824.32,8757833.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426823.65,8757833.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426822.98,8757834.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426822.31,8757835.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426821.64,8757836.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426820.97,8757836.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426820.3,8757837.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426819.63,8757838.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426818.96,8757839.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426818.29,8757839.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426817.62,8757840.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426816.95,8757841.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426816.28,8757842.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426815.61,8757842.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426814.94,8757843.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426814.27,8757844.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426813.6,8757845.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426812.93,8757845.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426812.26,8757846.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426811.59,8757847.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426810.92,8757848.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426810.25,8757848.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426809.58,8757849.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426808.91,8757850.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426808.24,8757851.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426807.57,8757851.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426806.9,8757852.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426806.23,8757853.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426805.56,8757854.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426804.89,8757854.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426804.22,8757855.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426803.55,8757856.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426802.88,8757857.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426802.21,8757857.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426801.54,8757858.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426800.87,8757859.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426800.2,8757860.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426799.53,8757860.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426798.86,8757861.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426798.19,8757862.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426797.52,8757863.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426796.85,8757863.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426796.18,8757864.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426795.51,8757865.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426794.84,8757866.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426794.17,8757866.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426793.5,8757867.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426792.83,8757868.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426792.16,8757869.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426791.49,8757869.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426790.82,8757870.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426790.15,8757871.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426789.48,8757872.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426788.81,8757872.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426788.14,8757873.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426787.47,8757874.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426786.8,8757875.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426786.13,8757875.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426785.46,8757876.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426784.79,8757877.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426784.12,8757878.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426783.45,8757878.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426782.78,8757879.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426782.11,8757880.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426781.44,8757881.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426780.77,8757881.9,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426780.1,8757882.65,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426779.43,8757883.4,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
2015,brogger,plots_on_transect,426778.76,8757884.15,0,0,dryas_exposed,Virve,2,dry,158,8,Brogger
