Year,Sublocation,Survey_type,UTM_E,UTM_N,Datum,Grubbing_PresenceAbsence,Grubbing_Intensity,VegetationType_as_provided,DataShepherd,SpatialScale_GrubbingRecording,VegetationType_reclassified,Location_Valley,UTMZone,GrubbingType
2007,Bohemanflya,plots_on_transect,491942,8707575,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491940,8707546,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491944,8707526,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491947,8707505,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491947,8707473,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491950,8707454,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491953,8707438,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491951,8707415,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491950,8707394,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491948,8707369,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491950,8707340,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491951,8707314,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491950,8707291,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491947,8707265,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491946,8707240,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491945,8707214,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491945,8707189,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491945,8707165,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491943,8707139,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491942,8707113,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491942,8707086,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491947,8707061,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491945,8707027,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491945,8706999,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491943,8706974,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491942,8706945,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491940,8706918,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491938,8706893,WGS84,1,0.3,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491939,8706867,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491939,8706843,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491938,8706820,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491939,8706796,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491941,8706771,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491944,8706747,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491946,8706717,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491978,8706455,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491962,8706434,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491950,8706420,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491934,8706404,WGS84,0,0,6,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491918,8706388,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491899,8706370,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491883,8706353,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491865,8706336,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491846,8706314,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491829,8706292,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491816,8706276,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491800,8706254,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491784,8706233,WGS84,1,0.2,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491765,8706216,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491748,8706199,WGS84,1,0.2,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491729,8706181,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491712,8706165,WGS84,0,0,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491697,8706147,WGS84,1,0.2,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491681,8706128,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491661,8706107,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491644,8706087,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491628,8706068,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491612,8706052,WGS84,1,0.3,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491596,8706034,WGS84,1,1,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491582,8706015,WGS84,1,1,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491563,8705999,WGS84,1,1.3,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491545,8705980,WGS84,1,0.9,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491532,8705961,WGS84,1,0.8,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491515,8705941,WGS84,1,0.2,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491503,8705923,WGS84,1,0.3,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491490,8705906,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491471,8705886,WGS84,1,0.8,8,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491454,8705866,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491435,8705848,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491417,8705835,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491399,8705808,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491385,8705769,WGS84,0,0,6,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491378,8705742,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491367,8705718,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491353,8705699,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491343,8705682,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491329,8705659,WGS84,1,0.1,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491315,8705636,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491300,8705613,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491290,8705593,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491277,8705573,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491261,8705554,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491244,8705533,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491226,8705518,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491208,8705499,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491196,8705342,WGS84,1,0.8,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491179,8705327,WGS84,1,1.1,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491161,8705316,WGS84,1,0.7,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491143,8705303,WGS84,1,0.8,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491119,8705281,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491102,8705265,WGS84,1,0.8,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491085,8705248,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491064,8705232,WGS84,1,0.6,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491041,8705214,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491019,8705194,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,491003,8705175,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490990,8705151,WGS84,1,0.2,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490973,8705135,WGS84,0,0,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490951,8705120,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490931,8705108,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490914,8705095,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490896,8705079,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490870,8705068,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490848,8705059,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490826,8705051,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490804,8705044,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490783,8705034,WGS84,1,0.1,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490759,8705027,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490736,8705020,WGS84,1,1.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490714,8705013,WGS84,1,0.2,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490687,8705006,WGS84,1,0.3,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490663,8704998,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490638,8704992,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490612,8704985,WGS84,1,0.3,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490589,8704979,WGS84,1,0.3,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490565,8704971,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490541,8704963,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490515,8704952,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490490,8704943,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490465,8704935,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490442,8704926,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490422,8704922,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490392,8704913,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490368,8704907,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490344,8704897,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490302,8704888,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490282,8704883,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490255,8704877,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490232,8704871,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490214,8704864,WGS84,1,0.6,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490187,8704857,WGS84,1,0.5,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490164,8704853,WGS84,1,0.6,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490142,8704847,WGS84,1,0.5,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490119,8704840,WGS84,0,0,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,490097,8704832,WGS84,1,0.3,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486637,8702779,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486626,8702798,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486616,8702819,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486607,8702840,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486595,8702859,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486582,8702878,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486567,8702897,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486548,8702919,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486532,8702937,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486520,8702957,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486508,8702976,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486498,8702998,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486489,8703023,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486478,8703047,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486466,8703074,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486453,8703102,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486445,8703125,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486433,8703148,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486418,8703175,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486408,8703199,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486399,8703224,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486386,8703254,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486377,8703280,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486369,8703304,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486357,8703329,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486344,8703353,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486325,8703385,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486308,8703413,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486294,8703437,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486289,8703466,WGS84,1,0.6,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486280,8703492,WGS84,1,0.4,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486268,8703522,WGS84,0,0,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486267,8703553,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486264,8703580,WGS84,0,0,2,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486254,8703603,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486244,8703629,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486232,8703655,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486217,8703680,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486204,8703704,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486189,8703728,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486172,8703755,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486152,8703782,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486136,8703810,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486124,8703837,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486109,8703865,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486100,8703890,WGS84,1,1,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486087,8703921,WGS84,1,0.3,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486074,8703949,WGS84,1,0.5,7,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486065,8703970,WGS84,1,0.4,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,486051,8703996,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485539,8704923,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485511,8704925,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485486,8704925,WGS84,0,0,5,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485456,8704931,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485427,8704937,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485398,8704939,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485371,8704941,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485345,8704945,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485316,8704950,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485285,8704953,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485259,8704955,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485230,8704958,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485204,8704957,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485176,8704958,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485148,8704959,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485122,8704959,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485098,8704960,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485073,8704960,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485046,8704959,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,485020,8704956,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484996,8704958,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484968,8704958,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484936,8704959,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484909,8704957,WGS84,0,0,6,James,0.1225,wet,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484879,8704961,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484852,8704959,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484820,8704959,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484787,8704955,WGS84,0,0,0,James,0.1225,NA,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484751,8704949,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484725,8704944,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484700,8704941,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484674,8704938,WGS84,0,0,3,James,0.1225,dry,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484644,8704933,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484618,8704928,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484591,8704925,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484564,8704920,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484537,8704917,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484512,8704911,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
2007,Bohemanflya,plots_on_transect,484491,8704910,WGS84,0,0,4,James,0.1225,mesic,Bohemanflya,33X,NA
