Year,Sublocation,Survey_type,UTM_E,UTM_N,Datum,Grubbing_PresenceAbsence,Grubbing_Intensity,VegetationType_as_provided,DataShepherd,SpatialScale_GrubbingRecording,VegetationType_reclassified,Location_Valley,UTMZone,GrubbingType
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517266,8690264,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,1,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
2012,Hanaskogdalen,plots_in_transects,517268,8690374,NA,0,NA,mesic,Aashild,0.25,NA,Adventdalen,NA,NA
