ID,Year,UTM_E,UTM_N,Location_Valley
20335,2015,507578,8682402.716,Adventdalen
20336,2015,507578,8682401.716,Adventdalen
20337,2015,507578,8682400.716,Adventdalen
20338,2015,507578,8682399.716,Adventdalen
20339,2015,507578,8682398.716,Adventdalen
20340,2015,507578,8682397.716,Adventdalen
20341,2015,507578,8682396.716,Adventdalen
20342,2015,507578,8682395.716,Adventdalen
20343,2015,507578,8682394.716,Adventdalen
20344,2015,507578,8682393.716,Adventdalen
20345,2015,507578,8682392.716,Adventdalen
20346,2015,507578,8682391.716,Adventdalen
20347,2015,507578,8682390.716,Adventdalen
20348,2015,507578,8682389.716,Adventdalen
20349,2015,507578,8682388.716,Adventdalen
20350,2015,507578,8682387.716,Adventdalen
20351,2015,507578,8682386.716,Adventdalen
20352,2015,507578,8682385.716,Adventdalen
20353,2015,507578,8682384.716,Adventdalen
20354,2015,507578,8682383.716,Adventdalen
20355,2015,507578,8682382.716,Adventdalen
20356,2015,507578,8682381.716,Adventdalen
20357,2015,507578,8682380.716,Adventdalen
20358,2015,507578,8682379.716,Adventdalen
20359,2015,507578,8682378.716,Adventdalen
20360,2015,507578,8682377.716,Adventdalen
20361,2015,507578,8682376.716,Adventdalen
20362,2015,507578,8682375.716,Adventdalen
20363,2015,507578,8682374.716,Adventdalen
20364,2015,507578,8682373.716,Adventdalen
20365,2015,507578,8682372.716,Adventdalen
20366,2015,507578,8682371.716,Adventdalen
20367,2015,507578,8682370.716,Adventdalen
20368,2015,507578,8682369.716,Adventdalen
20369,2015,507578,8682368.716,Adventdalen
20370,2015,507578,8682367.716,Adventdalen
20371,2015,507578,8682366.716,Adventdalen
20372,2015,507578,8682365.716,Adventdalen
20373,2015,507578,8682364.716,Adventdalen
20374,2015,507578,8682363.716,Adventdalen
20375,2015,507578,8682362.716,Adventdalen
20376,2015,507578,8682361.716,Adventdalen
20377,2015,507578,8682360.716,Adventdalen
20378,2015,507578,8682359.716,Adventdalen
20379,2015,507578,8682358.716,Adventdalen
20380,2015,507578,8682357.716,Adventdalen
20381,2015,507578,8682356.716,Adventdalen
20382,2015,507578,8682355.716,Adventdalen
20383,2015,507578,8682354.716,Adventdalen
20384,2015,507578,8682353.716,Adventdalen
20385,2015,507578,8682352.716,Adventdalen
20386,2015,507578,8682351.716,Adventdalen
20387,2015,507578,8682350.716,Adventdalen
20388,2015,507578,8682349.716,Adventdalen
20389,2015,507578,8682348.716,Adventdalen
20390,2015,507578,8682347.716,Adventdalen
20391,2015,507578,8682346.716,Adventdalen
20392,2015,507578,8682345.716,Adventdalen
20393,2015,507578,8682344.716,Adventdalen
20394,2015,507578,8682343.716,Adventdalen
20395,2015,507578,8682342.716,Adventdalen
20396,2015,507578,8682341.716,Adventdalen
20397,2015,507578,8682340.716,Adventdalen
20398,2015,507578,8682339.716,Adventdalen
20399,2015,507578,8682338.716,Adventdalen
20400,2015,507578,8682337.716,Adventdalen
20401,2015,507578,8682336.716,Adventdalen
20402,2015,507578,8682335.716,Adventdalen
20403,2015,507578,8682334.716,Adventdalen
20404,2015,507578,8682333.716,Adventdalen
20405,2015,507578,8682332.716,Adventdalen
20406,2015,507578,8682331.716,Adventdalen
20407,2015,507578,8682330.716,Adventdalen
20408,2015,507578,8682329.716,Adventdalen
20409,2015,507578,8682328.716,Adventdalen
20410,2015,507578,8682327.716,Adventdalen
20411,2015,507578,8682326.716,Adventdalen
20412,2015,507578,8682325.716,Adventdalen
20413,2015,507578,8682324.716,Adventdalen
20414,2015,507578,8682323.716,Adventdalen
20415,2015,507578,8682322.716,Adventdalen
20416,2015,507578,8682321.716,Adventdalen
20417,2015,507578,8682320.716,Adventdalen
20418,2015,507578,8682319.716,Adventdalen
20419,2015,507578,8682318.716,Adventdalen
20420,2015,507578,8682317.716,Adventdalen
20421,2015,507578,8682316.716,Adventdalen
20422,2015,507578,8682315.716,Adventdalen
20423,2015,507578,8682314.716,Adventdalen
20424,2015,507578,8682313.716,Adventdalen
20425,2015,507578,8682312.716,Adventdalen
20426,2015,507578,8682311.716,Adventdalen
20427,2015,507578,8682310.716,Adventdalen
20428,2015,484350.3864,8704610.32,Bohemanflya
20429,2015,484351.1714,8704610.97,Bohemanflya
20430,2015,484351.9564,8704611.62,Bohemanflya
20431,2015,484352.7414,8704612.27,Bohemanflya
20432,2015,484353.5264,8704612.92,Bohemanflya
20433,2015,484354.3114,8704613.57,Bohemanflya
20434,2015,484355.0964,8704614.22,Bohemanflya
20435,2015,484355.8814,8704614.87,Bohemanflya
20436,2015,484356.6664,8704615.52,Bohemanflya
20437,2015,484357.4514,8704616.17,Bohemanflya
20438,2015,484358.2364,8704616.82,Bohemanflya
20439,2015,484359.0214,8704617.47,Bohemanflya
20440,2015,484359.8064,8704618.12,Bohemanflya
20441,2015,484360.5914,8704618.77,Bohemanflya
20442,2015,484361.3764,8704619.42,Bohemanflya
20443,2015,484362.1614,8704620.07,Bohemanflya
20444,2015,484362.9464,8704620.72,Bohemanflya
20445,2015,484363.7314,8704621.37,Bohemanflya
20446,2015,484364.5164,8704622.02,Bohemanflya
20447,2015,484365.3014,8704622.67,Bohemanflya
20448,2015,484366.0864,8704623.32,Bohemanflya
20449,2015,484366.8714,8704623.97,Bohemanflya
20450,2015,484367.6564,8704624.62,Bohemanflya
20451,2015,484368.4414,8704625.27,Bohemanflya
20452,2015,484369.2264,8704625.92,Bohemanflya
20453,2015,484370.0114,8704626.57,Bohemanflya
20454,2015,484370.7964,8704627.22,Bohemanflya
20455,2015,484371.5814,8704627.87,Bohemanflya
20456,2015,484372.3664,8704628.52,Bohemanflya
20457,2015,484373.1514,8704629.17,Bohemanflya
20458,2015,484373.9364,8704629.82,Bohemanflya
20459,2015,484374.7214,8704630.47,Bohemanflya
20460,2015,484375.5064,8704631.12,Bohemanflya
20461,2015,484376.2914,8704631.77,Bohemanflya
20462,2015,484377.0764,8704632.42,Bohemanflya
20463,2015,484377.8614,8704633.07,Bohemanflya
20464,2015,484378.6464,8704633.72,Bohemanflya
20465,2015,484379.4314,8704634.37,Bohemanflya
20466,2015,484380.2164,8704635.02,Bohemanflya
20467,2015,484381.0014,8704635.67,Bohemanflya
20468,2015,484381.7864,8704636.32,Bohemanflya
20469,2015,484382.5714,8704636.97,Bohemanflya
20470,2015,484383.3564,8704637.62,Bohemanflya
20471,2015,484384.1414,8704638.27,Bohemanflya
20472,2015,484384.9264,8704638.92,Bohemanflya
20473,2015,484385.7114,8704639.57,Bohemanflya
20474,2015,484386.4964,8704640.22,Bohemanflya
20475,2015,484387.2814,8704640.87,Bohemanflya
20476,2015,484388.0664,8704641.52,Bohemanflya
20477,2015,484388.8514,8704642.17,Bohemanflya
20478,2015,484389.6364,8704642.82,Bohemanflya
20479,2015,484390.4214,8704643.47,Bohemanflya
20480,2015,484391.2064,8704644.12,Bohemanflya
20481,2015,484391.9914,8704644.77,Bohemanflya
20482,2015,484392.7764,8704645.42,Bohemanflya
20483,2015,484393.5614,8704646.07,Bohemanflya
20484,2015,484394.3464,8704646.72,Bohemanflya
20485,2015,484395.1314,8704647.37,Bohemanflya
20486,2015,484395.9164,8704648.02,Bohemanflya
20487,2015,484396.7014,8704648.67,Bohemanflya
20488,2015,484397.4864,8704649.32,Bohemanflya
20489,2015,484398.2714,8704649.97,Bohemanflya
20490,2015,484399.0564,8704650.62,Bohemanflya
20491,2015,484399.8414,8704651.27,Bohemanflya
20492,2015,484400.6264,8704651.92,Bohemanflya
20493,2015,484401.4114,8704652.57,Bohemanflya
20494,2015,484402.1964,8704653.22,Bohemanflya
20495,2015,484402.9814,8704653.87,Bohemanflya
20496,2015,484403.7664,8704654.52,Bohemanflya
20497,2015,484404.5514,8704655.17,Bohemanflya
20498,2015,484405.3364,8704655.82,Bohemanflya
20499,2015,484406.1214,8704656.47,Bohemanflya
20500,2015,484406.9064,8704657.12,Bohemanflya
20501,2015,484407.6914,8704657.77,Bohemanflya
20502,2015,484408.4764,8704658.42,Bohemanflya
20503,2015,484409.2614,8704659.07,Bohemanflya
20504,2015,484410.0464,8704659.72,Bohemanflya
20505,2015,484410.8314,8704660.37,Bohemanflya
20506,2015,484411.6164,8704661.02,Bohemanflya
20507,2015,484412.4014,8704661.67,Bohemanflya
20508,2015,484413.1864,8704662.32,Bohemanflya
20509,2015,484413.9714,8704662.97,Bohemanflya
20510,2015,484414.7564,8704663.62,Bohemanflya
20511,2015,484415.5414,8704664.27,Bohemanflya
20512,2015,484416.3264,8704664.92,Bohemanflya
20513,2015,484417.1114,8704665.57,Bohemanflya
20514,2015,484417.8964,8704666.22,Bohemanflya
20515,2015,484418.6814,8704666.87,Bohemanflya
20516,2015,484419.4664,8704667.52,Bohemanflya
20517,2015,484420.2514,8704668.17,Bohemanflya
20518,2015,484421.0364,8704668.82,Bohemanflya
20519,2015,484421.8214,8704669.47,Bohemanflya
20520,2015,484422.6064,8704670.12,Bohemanflya
20521,2015,484423.3914,8704670.77,Bohemanflya
20522,2015,484424.1764,8704671.42,Bohemanflya
20523,2015,484424.9614,8704672.07,Bohemanflya
20524,2015,484425.7464,8704672.72,Bohemanflya
20525,2015,484426.5314,8704673.37,Bohemanflya
20526,2015,484427.3164,8704674.02,Bohemanflya
20527,2015,484428.1014,8704674.67,Bohemanflya
20528,2015,484428.8864,8704675.32,Bohemanflya
20529,2015,484429.6714,8704675.97,Bohemanflya
20530,2015,484430.4564,8704676.62,Bohemanflya
20531,2015,484431.2414,8704677.27,Bohemanflya
20532,2015,484432.0264,8704677.92,Bohemanflya
20533,2015,484432.8114,8704678.57,Bohemanflya
20534,2015,484433.5964,8704679.22,Bohemanflya
20535,2015,484434.3814,8704679.87,Bohemanflya
20536,2015,484435.1664,8704680.52,Bohemanflya
20537,2015,484435.9514,8704681.17,Bohemanflya
20538,2015,484436.7364,8704681.82,Bohemanflya
20539,2015,484437.5214,8704682.47,Bohemanflya
20540,2015,484438.3064,8704683.12,Bohemanflya
20541,2015,484439.0914,8704683.77,Bohemanflya
20542,2015,484439.8764,8704684.42,Bohemanflya
20543,2015,484440.6614,8704685.07,Bohemanflya
20544,2015,484441.4464,8704685.72,Bohemanflya
20545,2015,484442.2314,8704686.37,Bohemanflya
20546,2015,484443.0164,8704687.02,Bohemanflya
20547,2015,484443.8014,8704687.67,Bohemanflya
20548,2015,484444.5864,8704688.32,Bohemanflya
20549,2015,484445.3714,8704688.97,Bohemanflya
20550,2015,484446.1564,8704689.62,Bohemanflya
20551,2015,484446.9414,8704690.27,Bohemanflya
20552,2015,484447.7264,8704690.92,Bohemanflya
20553,2015,484448.5114,8704691.57,Bohemanflya
20554,2015,484449.2964,8704692.22,Bohemanflya
20555,2015,484450.0814,8704692.87,Bohemanflya
20556,2015,484450.8664,8704693.52,Bohemanflya
20557,2015,484451.6514,8704694.17,Bohemanflya
20558,2015,484452.4364,8704694.82,Bohemanflya
20559,2015,484453.2214,8704695.47,Bohemanflya
20560,2015,484454.0064,8704696.12,Bohemanflya
20561,2015,484454.7914,8704696.77,Bohemanflya
20562,2015,484455.5764,8704697.42,Bohemanflya
20563,2015,484456.3614,8704698.07,Bohemanflya
20564,2015,484457.1464,8704698.72,Bohemanflya
20565,2015,484457.9314,8704699.37,Bohemanflya
20566,2015,484458.7164,8704700.02,Bohemanflya
20567,2015,484459.5014,8704700.67,Bohemanflya
20568,2015,484460.2864,8704701.32,Bohemanflya
20569,2015,484461.0714,8704701.97,Bohemanflya
20570,2015,484461.8564,8704702.62,Bohemanflya
20571,2015,484462.6414,8704703.27,Bohemanflya
20572,2015,484463.4264,8704703.92,Bohemanflya
20573,2015,484464.2114,8704704.57,Bohemanflya
20574,2015,484464.9964,8704705.22,Bohemanflya
20575,2015,484465.7814,8704705.87,Bohemanflya
20576,2015,484466.5664,8704706.52,Bohemanflya
20577,2015,484467.3514,8704707.17,Bohemanflya
20578,2015,484468.1364,8704707.82,Bohemanflya
20579,2015,484468.9214,8704708.47,Bohemanflya
20580,2015,484469.7064,8704709.12,Bohemanflya
20581,2015,484470.4914,8704709.77,Bohemanflya
20582,2015,484471.2764,8704710.42,Bohemanflya
20583,2015,484472.0614,8704711.07,Bohemanflya
20584,2015,484472.8464,8704711.72,Bohemanflya
20585,2015,484473.6314,8704712.37,Bohemanflya
20586,2015,484474.4164,8704713.02,Bohemanflya
20587,2015,484475.2014,8704713.67,Bohemanflya
20588,2015,484475.9864,8704714.32,Bohemanflya
20589,2015,484476.7714,8704714.97,Bohemanflya
20590,2015,484477.5564,8704715.62,Bohemanflya
20591,2015,484478.3414,8704716.27,Bohemanflya
20592,2015,484479.1264,8704716.92,Bohemanflya
20593,2015,484479.9114,8704717.57,Bohemanflya
20594,2015,484480.6964,8704718.22,Bohemanflya
20595,2015,484481.4814,8704718.87,Bohemanflya
20596,2015,484482.2664,8704719.52,Bohemanflya
20597,2015,484483.0514,8704720.17,Bohemanflya
20598,2015,484483.8364,8704720.82,Bohemanflya
20599,2015,484484.6214,8704721.47,Bohemanflya
20600,2015,484485.4064,8704722.12,Bohemanflya
20601,2015,484486.1914,8704722.77,Bohemanflya
20602,2015,484486.9764,8704723.42,Bohemanflya
20603,2015,484487.7614,8704724.07,Bohemanflya
20604,2015,484488.5464,8704724.72,Bohemanflya
20605,2015,484489.3314,8704725.37,Bohemanflya
20606,2015,484490.1164,8704726.02,Bohemanflya
20607,2015,484490.9014,8704726.67,Bohemanflya
20608,2015,484491.6864,8704727.32,Bohemanflya
20609,2015,484492.4714,8704727.97,Bohemanflya
20610,2015,484493.2564,8704728.62,Bohemanflya
20611,2015,484494.0414,8704729.27,Bohemanflya
20612,2015,484494.8264,8704729.92,Bohemanflya
20613,2015,484495.6114,8704730.57,Bohemanflya
20614,2015,484496.3964,8704731.22,Bohemanflya
20615,2015,484497.1814,8704731.87,Bohemanflya
20616,2015,484497.9664,8704732.52,Bohemanflya
20617,2015,484498.7514,8704733.17,Bohemanflya
20618,2015,484499.5364,8704733.82,Bohemanflya
20619,2015,484500.3214,8704734.47,Bohemanflya
20620,2015,484501.1064,8704735.12,Bohemanflya
20621,2015,484501.8914,8704735.77,Bohemanflya
20622,2015,484502.6764,8704736.42,Bohemanflya
20623,2015,484503.4614,8704737.07,Bohemanflya
20624,2015,484504.2464,8704737.72,Bohemanflya
20625,2015,484505.0314,8704738.37,Bohemanflya
20626,2015,484505.8164,8704739.02,Bohemanflya
20627,2015,484506.6014,8704739.67,Bohemanflya
20628,2015,484881.4691,8704209.607,Bohemanflya
20629,2015,484882.2441,8704208.957,Bohemanflya
20630,2015,484883.0191,8704208.307,Bohemanflya
20631,2015,484883.7941,8704207.657,Bohemanflya
20632,2015,484884.5691,8704207.007,Bohemanflya
20633,2015,484885.3441,8704206.357,Bohemanflya
20634,2015,484886.1191,8704205.707,Bohemanflya
20635,2015,484886.8941,8704205.057,Bohemanflya
20636,2015,484887.6691,8704204.407,Bohemanflya
20637,2015,484888.4441,8704203.757,Bohemanflya
20638,2015,484889.2191,8704203.107,Bohemanflya
20639,2015,484889.9941,8704202.457,Bohemanflya
20640,2015,484890.7691,8704201.807,Bohemanflya
20641,2015,484891.5441,8704201.157,Bohemanflya
20642,2015,484892.3191,8704200.507,Bohemanflya
20643,2015,484893.0941,8704199.857,Bohemanflya
20644,2015,484893.8691,8704199.207,Bohemanflya
20645,2015,484894.6441,8704198.557,Bohemanflya
20646,2015,484895.4191,8704197.907,Bohemanflya
20647,2015,484896.1941,8704197.257,Bohemanflya
20648,2015,484896.9691,8704196.607,Bohemanflya
20649,2015,484897.7441,8704195.957,Bohemanflya
20650,2015,484898.5191,8704195.307,Bohemanflya
20651,2015,484899.2941,8704194.657,Bohemanflya
20652,2015,484900.0691,8704194.007,Bohemanflya
20653,2015,484900.8441,8704193.357,Bohemanflya
20654,2015,484901.6191,8704192.707,Bohemanflya
20655,2015,484902.3941,8704192.057,Bohemanflya
20656,2015,484903.1691,8704191.407,Bohemanflya
20657,2015,484903.9441,8704190.757,Bohemanflya
20658,2015,484904.7191,8704190.107,Bohemanflya
20659,2015,484905.4941,8704189.457,Bohemanflya
20660,2015,484906.2691,8704188.807,Bohemanflya
20661,2015,484907.0441,8704188.157,Bohemanflya
20662,2015,484907.8191,8704187.507,Bohemanflya
20663,2015,484908.5941,8704186.857,Bohemanflya
20664,2015,484909.3691,8704186.207,Bohemanflya
20665,2015,484910.1441,8704185.557,Bohemanflya
20666,2015,484910.9191,8704184.907,Bohemanflya
20667,2015,484911.6941,8704184.257,Bohemanflya
20668,2015,484912.4691,8704183.607,Bohemanflya
20669,2015,484913.2441,8704182.957,Bohemanflya
20670,2015,484914.0191,8704182.307,Bohemanflya
20671,2015,484914.7941,8704181.657,Bohemanflya
20672,2015,484915.5691,8704181.007,Bohemanflya
20673,2015,484916.3441,8704180.357,Bohemanflya
20674,2015,484917.1191,8704179.707,Bohemanflya
20675,2015,484917.8941,8704179.057,Bohemanflya
20676,2015,484918.6691,8704178.407,Bohemanflya
20677,2015,484919.4441,8704177.757,Bohemanflya
20678,2015,484920.2191,8704177.107,Bohemanflya
20679,2015,484920.9941,8704176.457,Bohemanflya
20680,2015,484921.7691,8704175.807,Bohemanflya
20681,2015,484922.5441,8704175.157,Bohemanflya
20682,2015,484923.3191,8704174.507,Bohemanflya
20683,2015,484924.0941,8704173.857,Bohemanflya
20684,2015,484924.8691,8704173.207,Bohemanflya
20685,2015,484925.6441,8704172.557,Bohemanflya
20686,2015,484926.4191,8704171.907,Bohemanflya
20687,2015,484927.1941,8704171.257,Bohemanflya
20688,2015,484927.9691,8704170.607,Bohemanflya
20689,2015,484928.7441,8704169.957,Bohemanflya
20690,2015,484929.5191,8704169.307,Bohemanflya
20691,2015,484930.2941,8704168.657,Bohemanflya
20692,2015,484931.0691,8704168.007,Bohemanflya
20693,2015,484931.8441,8704167.357,Bohemanflya
20694,2015,484932.6191,8704166.707,Bohemanflya
20695,2015,484933.3941,8704166.057,Bohemanflya
20696,2015,484934.1691,8704165.407,Bohemanflya
20697,2015,484934.9441,8704164.757,Bohemanflya
20698,2015,484935.7191,8704164.107,Bohemanflya
20699,2015,484936.4941,8704163.457,Bohemanflya
20700,2015,484937.2691,8704162.807,Bohemanflya
20701,2015,484938.0441,8704162.157,Bohemanflya
20702,2015,484938.8191,8704161.507,Bohemanflya
20703,2015,484939.5941,8704160.857,Bohemanflya
20704,2015,484940.3691,8704160.207,Bohemanflya
20705,2015,484941.1441,8704159.557,Bohemanflya
20706,2015,484941.9191,8704158.907,Bohemanflya
20707,2015,484942.6941,8704158.257,Bohemanflya
20708,2015,484943.4691,8704157.607,Bohemanflya
20709,2015,484944.2441,8704156.957,Bohemanflya
20710,2015,484945.0191,8704156.307,Bohemanflya
20711,2015,484945.7941,8704155.657,Bohemanflya
20712,2015,484946.5691,8704155.007,Bohemanflya
20713,2015,484947.3441,8704154.357,Bohemanflya
20714,2015,484948.1191,8704153.707,Bohemanflya
20715,2015,484948.8941,8704153.057,Bohemanflya
20716,2015,484949.6691,8704152.407,Bohemanflya
20717,2015,484950.4441,8704151.757,Bohemanflya
20718,2015,484951.2191,8704151.107,Bohemanflya
20719,2015,484951.9941,8704150.457,Bohemanflya
20720,2015,484952.7691,8704149.807,Bohemanflya
20721,2015,484953.5441,8704149.157,Bohemanflya
20722,2015,484954.3191,8704148.507,Bohemanflya
20723,2015,484955.0941,8704147.857,Bohemanflya
20724,2015,484955.8691,8704147.207,Bohemanflya
20725,2015,484956.6441,8704146.557,Bohemanflya
20726,2015,484957.4191,8704145.907,Bohemanflya
20727,2015,484958.1941,8704145.257,Bohemanflya
20728,2015,484958.9691,8704144.607,Bohemanflya
20729,2015,484959.7441,8704143.957,Bohemanflya
20730,2015,484960.5191,8704143.307,Bohemanflya
20731,2015,484961.2941,8704142.657,Bohemanflya
20732,2015,484962.0691,8704142.007,Bohemanflya
20733,2015,484962.8441,8704141.357,Bohemanflya
20734,2015,484963.6191,8704140.707,Bohemanflya
20735,2015,484964.3941,8704140.057,Bohemanflya
20736,2015,484965.1691,8704139.407,Bohemanflya
20737,2015,484965.9441,8704138.757,Bohemanflya
20738,2015,484966.7191,8704138.107,Bohemanflya
20739,2015,484967.4941,8704137.457,Bohemanflya
20740,2015,484968.2691,8704136.807,Bohemanflya
20741,2015,484969.0441,8704136.157,Bohemanflya
20742,2015,484969.8191,8704135.507,Bohemanflya
20743,2015,484970.5941,8704134.857,Bohemanflya
20744,2015,484971.3691,8704134.207,Bohemanflya
20745,2015,484972.1441,8704133.557,Bohemanflya
20746,2015,484972.9191,8704132.907,Bohemanflya
20747,2015,484973.6941,8704132.257,Bohemanflya
20748,2015,484974.4691,8704131.607,Bohemanflya
20749,2015,484975.2441,8704130.957,Bohemanflya
20750,2015,484976.0191,8704130.307,Bohemanflya
20751,2015,484976.7941,8704129.657,Bohemanflya
20752,2015,484977.5691,8704129.007,Bohemanflya
20753,2015,484978.3441,8704128.357,Bohemanflya
20754,2015,484979.1191,8704127.707,Bohemanflya
20755,2015,484979.8941,8704127.057,Bohemanflya
20756,2015,484980.6691,8704126.407,Bohemanflya
20757,2015,484981.4441,8704125.757,Bohemanflya
20758,2015,484982.2191,8704125.107,Bohemanflya
20759,2015,484982.9941,8704124.457,Bohemanflya
20760,2015,484983.7691,8704123.807,Bohemanflya
20761,2015,484984.5441,8704123.157,Bohemanflya
20762,2015,484985.3191,8704122.507,Bohemanflya
20763,2015,484986.0941,8704121.857,Bohemanflya
20764,2015,484986.8691,8704121.207,Bohemanflya
20765,2015,484987.6441,8704120.557,Bohemanflya
20766,2015,484988.4191,8704119.907,Bohemanflya
20767,2015,484989.1941,8704119.257,Bohemanflya
20768,2015,484989.9691,8704118.607,Bohemanflya
20769,2015,484990.7441,8704117.957,Bohemanflya
20770,2015,484991.5191,8704117.307,Bohemanflya
20771,2015,484992.2941,8704116.657,Bohemanflya
20772,2015,484993.0691,8704116.007,Bohemanflya
20773,2015,484993.8441,8704115.357,Bohemanflya
20774,2015,484994.6191,8704114.707,Bohemanflya
20775,2015,484995.3941,8704114.057,Bohemanflya
20776,2015,484996.1691,8704113.407,Bohemanflya
20777,2015,484996.9441,8704112.757,Bohemanflya
20778,2015,484997.7191,8704112.107,Bohemanflya
20779,2015,484998.4941,8704111.457,Bohemanflya
20780,2015,484999.2691,8704110.807,Bohemanflya
20781,2015,485000.0441,8704110.157,Bohemanflya
20782,2015,485000.8191,8704109.507,Bohemanflya
20783,2015,485001.5941,8704108.857,Bohemanflya
20784,2015,485002.3691,8704108.207,Bohemanflya
20785,2015,485003.1441,8704107.557,Bohemanflya
20786,2015,485003.9191,8704106.907,Bohemanflya
20787,2015,485004.6941,8704106.257,Bohemanflya
20788,2015,485005.4691,8704105.607,Bohemanflya
20789,2015,485006.2441,8704104.957,Bohemanflya
20790,2015,485007.0191,8704104.307,Bohemanflya
20791,2015,485007.7941,8704103.657,Bohemanflya
20792,2015,485008.5691,8704103.007,Bohemanflya
20793,2015,485009.3441,8704102.357,Bohemanflya
20794,2015,485010.1191,8704101.707,Bohemanflya
20795,2015,485010.8941,8704101.057,Bohemanflya
20796,2015,485011.6691,8704100.407,Bohemanflya
20797,2015,485012.4441,8704099.757,Bohemanflya
20798,2015,485013.2191,8704099.107,Bohemanflya
20799,2015,485013.9941,8704098.457,Bohemanflya
20800,2015,485014.7691,8704097.807,Bohemanflya
20801,2015,485015.5441,8704097.157,Bohemanflya
20802,2015,485016.3191,8704096.507,Bohemanflya
20803,2015,485017.0941,8704095.857,Bohemanflya
20804,2015,485017.8691,8704095.207,Bohemanflya
20805,2015,485018.6441,8704094.557,Bohemanflya
20806,2015,485019.4191,8704093.907,Bohemanflya
20807,2015,485020.1941,8704093.257,Bohemanflya
20808,2015,485020.9691,8704092.607,Bohemanflya
20809,2015,485021.7441,8704091.957,Bohemanflya
20810,2015,485022.5191,8704091.307,Bohemanflya
20811,2015,485023.2941,8704090.657,Bohemanflya
20812,2015,485024.0691,8704090.007,Bohemanflya
20813,2015,485024.8441,8704089.357,Bohemanflya
20814,2015,485025.6191,8704088.707,Bohemanflya
20815,2015,485026.3941,8704088.057,Bohemanflya
20816,2015,485027.1691,8704087.407,Bohemanflya
20817,2015,485027.9441,8704086.757,Bohemanflya
20818,2015,485028.7191,8704086.107,Bohemanflya
20819,2015,485029.4941,8704085.457,Bohemanflya
20820,2015,485030.2691,8704084.807,Bohemanflya
20821,2015,485031.0441,8704084.157,Bohemanflya
20822,2015,485031.8191,8704083.507,Bohemanflya
20823,2015,485032.5941,8704082.857,Bohemanflya
20824,2015,485033.3691,8704082.207,Bohemanflya
20825,2015,485034.1441,8704081.557,Bohemanflya
20826,2015,485034.9191,8704080.907,Bohemanflya
20827,2015,485035.6941,8704080.257,Bohemanflya
20828,2015,485080.9527,8703959.444,Bohemanflya
20829,2015,485080.8677,8703958.444,Bohemanflya
20830,2015,485080.7827,8703957.444,Bohemanflya
20831,2015,485080.6977,8703956.444,Bohemanflya
20832,2015,485080.6127,8703955.444,Bohemanflya
20833,2015,485080.5277,8703954.444,Bohemanflya
20834,2015,485080.4427,8703953.444,Bohemanflya
20835,2015,485080.3577,8703952.444,Bohemanflya
20836,2015,485080.2727,8703951.444,Bohemanflya
20837,2015,485080.1877,8703950.444,Bohemanflya
20838,2015,485080.1027,8703949.444,Bohemanflya
20839,2015,485080.0177,8703948.444,Bohemanflya
20840,2015,485079.9327,8703947.444,Bohemanflya
20841,2015,485079.8477,8703946.444,Bohemanflya
20842,2015,485079.7627,8703945.444,Bohemanflya
20843,2015,485079.6777,8703944.444,Bohemanflya
20844,2015,485079.5927,8703943.444,Bohemanflya
20845,2015,485079.5077,8703942.444,Bohemanflya
20846,2015,485079.4227,8703941.444,Bohemanflya
20847,2015,485079.3377,8703940.444,Bohemanflya
20848,2015,485079.2527,8703939.444,Bohemanflya
20849,2015,485079.1677,8703938.444,Bohemanflya
20850,2015,485079.0827,8703937.444,Bohemanflya
20851,2015,485078.9977,8703936.444,Bohemanflya
20852,2015,485078.9127,8703935.444,Bohemanflya
20853,2015,485078.8277,8703934.444,Bohemanflya
20854,2015,485078.7427,8703933.444,Bohemanflya
20855,2015,485078.6577,8703932.444,Bohemanflya
20856,2015,485078.5727,8703931.444,Bohemanflya
20857,2015,485078.4877,8703930.444,Bohemanflya
20858,2015,485078.4027,8703929.444,Bohemanflya
20859,2015,485078.3177,8703928.444,Bohemanflya
20860,2015,485078.2327,8703927.444,Bohemanflya
20861,2015,485078.1477,8703926.444,Bohemanflya
20862,2015,485078.0627,8703925.444,Bohemanflya
20863,2015,485077.9777,8703924.444,Bohemanflya
20864,2015,485077.8927,8703923.444,Bohemanflya
20865,2015,485077.8077,8703922.444,Bohemanflya
20866,2015,485077.7227,8703921.444,Bohemanflya
20867,2015,485077.6377,8703920.444,Bohemanflya
20868,2015,485077.5527,8703919.444,Bohemanflya
20869,2015,485077.4677,8703918.444,Bohemanflya
20870,2015,485077.3827,8703917.444,Bohemanflya
20871,2015,485077.2977,8703916.444,Bohemanflya
20872,2015,485077.2127,8703915.444,Bohemanflya
20873,2015,485077.1277,8703914.444,Bohemanflya
20874,2015,485077.0427,8703913.444,Bohemanflya
20875,2015,485076.9577,8703912.444,Bohemanflya
20876,2015,485076.8727,8703911.444,Bohemanflya
20877,2015,485076.7877,8703910.444,Bohemanflya
20878,2015,485076.7027,8703909.444,Bohemanflya
20879,2015,485076.6177,8703908.444,Bohemanflya
20880,2015,485076.5327,8703907.444,Bohemanflya
20881,2015,485076.4477,8703906.444,Bohemanflya
20882,2015,485076.3627,8703905.444,Bohemanflya
20883,2015,485076.2777,8703904.444,Bohemanflya
20884,2015,485076.1927,8703903.444,Bohemanflya
20885,2015,485076.1077,8703902.444,Bohemanflya
